scope_id,scope_category,subject_id,manifest_profile_class,expected_count,observed_count,implementation_package_path,parser_support_udr_path,compatibility_policy,upstream_artifact,readiness_gate,status,evidence
FPR-P0-SCOPE-0087,upstream_input_count,inventory_noncluster_handoff_rows,not_profile,1438,1438,not_applicable,not_applicable,upstream_input_count_must_match_before_FPR_P1,public_execution_plan/source-evidence/final-sblr-sbsql-inventory-classification-closure/COMPATIBILITY_UNSUPPORTED_NONCLUSTER_SURFACE_INVENTORY.csv,parser_remap_input_readiness_gate,readiness_verified,inventory_noncluster_handoff_rows count verified
FPR-P0-SCOPE-0088,upstream_input_count,inventory_external_authority_rows,not_profile,380,380,not_applicable,not_applicable,upstream_input_count_must_match_before_FPR_P1,public_execution_plan/source-evidence/final-sblr-sbsql-inventory-classification-closure/COMPATIBILITY_EXTERNAL_AUTHORITY_SURFACE_INVENTORY.csv,parser_remap_input_readiness_gate,readiness_verified,inventory_external_authority_rows count verified
FPR-P0-SCOPE-0089,upstream_input_count,inventory_architecture_refusal_rows,not_profile,393,393,not_applicable,not_applicable,upstream_input_count_must_match_before_FPR_P1,public_execution_plan/source-evidence/final-sblr-sbsql-inventory-classification-closure/COMPATIBILITY_ARCHITECTURE_CONFLICT_REFUSAL_REGISTER.csv,parser_remap_input_readiness_gate,readiness_verified,inventory_architecture_refusal_rows count verified
FPR-P0-SCOPE-0090,upstream_input_count,parser_declared_surface_rows,not_profile,2078,2078,not_applicable,not_applicable,upstream_input_count_must_match_before_FPR_P1,public_execution_plan/source-evidence/final-sblr-sbsql-inventory-classification-closure/PARSER_DECLARED_SURFACE_COVERAGE_MATRIX.csv,parser_remap_input_readiness_gate,readiness_verified,parser_declared_surface_rows count verified
FPR-P0-SCOPE-0091,upstream_input_count,cluster_parser_intake_rows,not_profile,440,440,not_applicable,not_applicable,upstream_input_count_must_match_before_FPR_P1,public_execution_plan/final-sblr-sbsql-parser-remap-closure/CLUSTER_PARSER_REMAP_INTAKE_MATRIX.csv,parser_remap_input_readiness_gate,readiness_verified,cluster_parser_intake_rows count verified
FPR-P0-SCOPE-0092,upstream_input_count,normalized_cluster_provider_commands,not_profile,59,59,not_applicable,not_applicable,upstream_input_count_must_match_before_FPR_P1,public_execution_plan/source-evidence/final-sblr-sbsql-cluster-normalization-closure/NORMALIZED_COMPATIBILITY_CLUSTER_COMMAND_SET.csv,parser_remap_input_readiness_gate,readiness_verified,normalized_cluster_provider_commands count verified
FPR-P0-SCOPE-0093,upstream_input_count,sblr_p7_proof_rows,not_profile,2760,2760,not_applicable,not_applicable,upstream_input_count_must_match_before_FPR_P1,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/SBLR_EXECUTION_PROOF_MATRIX.csv,parser_remap_input_readiness_gate,readiness_verified,sblr_p7_proof_rows count verified
FPR-P0-SCOPE-0094,upstream_input_count,sblr_p4_noncluster_route_rows,not_profile,2701,2701,not_applicable,not_applicable,upstream_input_count_must_match_before_FPR_P1,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/ENGINE_INTERNAL_API_ROUTE_MATRIX.csv,parser_remap_input_readiness_gate,readiness_verified,sblr_p4_noncluster_route_rows count verified
FPR-P0-SCOPE-0095,upstream_input_count,sblr_p5_cluster_external_policy_rows,not_profile,439,439,not_applicable,not_applicable,upstream_input_count_must_match_before_FPR_P1,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/SBLR_CLUSTER_AND_EXTERNAL_AUTHORITY_POLICY_MATRIX.csv,parser_remap_input_readiness_gate,readiness_verified,sblr_p5_cluster_external_policy_rows count verified
FPR-P0-SCOPE-0096,registered_baseline_ctest,compatibility_sql_parser_first_tranche_probe,not_profile,1,1,not_applicable,not_applicable,baseline_parser_proof_ctest_registered,project/tests/compatibility_sql_parser_first_tranche/CMakeLists.txt#NAME:compatibility_sql_parser_first_tranche_probe,parser_remap_input_readiness_gate,readiness_verified,baseline CTest registration required
FPR-P0-SCOPE-0097,registered_baseline_ctest,sbu_compatibility_sql_parser_support_probe,not_profile,1,1,not_applicable,not_applicable,baseline_parser_proof_ctest_registered,project/tests/compatibility_sql_parser_first_tranche/CMakeLists.txt#NAME:sbu_compatibility_sql_parser_support_probe,parser_remap_input_readiness_gate,readiness_verified,baseline CTest registration required
FPR-P0-SCOPE-0098,registered_baseline_ctest,compatibility_sql_parser_first_tranche_manifest_gate,not_profile,1,1,not_applicable,not_applicable,baseline_parser_proof_ctest_registered,project/tests/compatibility_sql_parser_first_tranche/CMakeLists.txt#NAME:compatibility_sql_parser_first_tranche_manifest_gate,parser_remap_input_readiness_gate,readiness_verified,baseline CTest registration required
FPR-P0-SCOPE-0099,registered_baseline_ctest,compatibility_sql_parser_standalone_source_guard,not_profile,1,1,not_applicable,not_applicable,baseline_parser_proof_ctest_registered,project/tests/compatibility_sql_parser_first_tranche/CMakeLists.txt#NAME:compatibility_sql_parser_standalone_source_guard,parser_remap_input_readiness_gate,readiness_verified,baseline CTest registration required
FPR-P0-SCOPE-0100,registered_baseline_ctest,non_sql_compatibility_sblr_surface_gate,not_profile,1,1,not_applicable,not_applicable,baseline_parser_proof_ctest_registered,project/tests/compatibility_sql_parser_first_tranche/CMakeLists.txt#NAME:non_sql_compatibility_sblr_surface_gate,parser_remap_input_readiness_gate,readiness_verified,baseline CTest registration required
FPR-P0-SCOPE-0101,registered_baseline_ctest,compatibility_sql_parser_first_tranche_cli_evidence_gate,not_profile,1,1,not_applicable,not_applicable,baseline_parser_proof_ctest_registered,project/tests/compatibility_sql_parser_first_tranche/CMakeLists.txt#NAME:compatibility_sql_parser_first_tranche_cli_evidence_gate,parser_remap_input_readiness_gate,readiness_verified,baseline CTest registration required
FPR-P0-SCOPE-0102,registered_baseline_ctest,compatibility_sql_first_tranche_original_tool_replay_gate,not_profile,1,1,not_applicable,not_applicable,baseline_parser_proof_ctest_registered,project/tests/compatibility_sql_parser_first_tranche/CMakeLists.txt#NAME:compatibility_sql_first_tranche_original_tool_replay_gate,parser_remap_input_readiness_gate,readiness_verified,baseline CTest registration required
