remap_id,compatibility,parser_surface,compatibility_surface,classification,source_search_key,current_scratchbird_status,final_sblr,sblr_proof_id,route_status,executable_status,refusal_policy,parser_source_guard,test_destination,proof_gate,status,notes
FPR-P1-NONCLUSTER-00177,cockroachdb,POSTGRESQL_COMPATIBLE_SQL,cockroachdb.security.grant,IMPLEMENT_NONCLUSTER,project/src/parsers/compatibility/cockroachdb/cockroachdb_dialect.cpp#kPatterns:cockroachdb.security.grant,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,sblr.noncluster.security_auth_policy_and_materialized_au.cockroachdb.cockroachdb_security_grant.e536ccf7a3,FSE-P7-PROOF-01140,mapped_to_engine_owned_sblr_execution_proof,executable_sblr_proof_available,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_declared_surface_match,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,parser_remap_noncluster_function_gate,p1_noncluster_remap_verified,row maps to FSE-P7 execution proof;engine owns execution and MGA finality where applicable;parser and compatibility authority remain forbidden for execution storage and transaction finality
FPR-P1-NONCLUSTER-00178,cockroachdb,POSTGRESQL_COMPATIBLE_SQL,cockroachdb.security.revoke,IMPLEMENT_NONCLUSTER,project/src/parsers/compatibility/cockroachdb/cockroachdb_dialect.cpp#kPatterns:cockroachdb.security.revoke,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,sblr.noncluster.security_auth_policy_and_materialized_au.cockroachdb.cockroachdb_security_revoke.aff6fbc3a0,FSE-P7-PROOF-01141,mapped_to_engine_owned_sblr_execution_proof,executable_sblr_proof_available,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_declared_surface_match,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,parser_remap_noncluster_function_gate,p1_noncluster_remap_verified,row maps to FSE-P7 execution proof;engine owns execution and MGA finality where applicable;parser and compatibility authority remain forbidden for execution storage and transaction finality
FPR-P1-NONCLUSTER-00179,cockroachdb,POSTGRESQL_COMPATIBLE_SQL,cockroachdb.lifecycle.create_database,PARSER_REMAP_ONLY,project/src/parsers/compatibility/cockroachdb/cockroachdb_dialect.cpp#kPatterns:cockroachdb.lifecycle.create_database,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,sblr.noncluster.compatibility_specific_noncluster_control.cockroachdb.cockroachdb_lifecycle_create_database.1e983260ba,FSE-P7-PROOF-01128,mapped_to_parser_remap_sblr_execution_proof,executable_sblr_proof_available,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_declared_surface_match,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,parser_remap_noncluster_function_gate,p1_noncluster_remap_verified,row maps to FSE-P7 execution proof;engine owns execution and MGA finality where applicable;parser and compatibility authority remain forbidden for execution storage and transaction finality
FPR-P1-NONCLUSTER-00180,cockroachdb,POSTGRESQL_COMPATIBLE_SQL,cockroachdb.lifecycle.drop_database,PARSER_REMAP_ONLY,project/src/parsers/compatibility/cockroachdb/cockroachdb_dialect.cpp#kPatterns:cockroachdb.lifecycle.drop_database,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,sblr.noncluster.compatibility_specific_noncluster_control.cockroachdb.cockroachdb_lifecycle_drop_database.db6103d614,FSE-P7-PROOF-01129,mapped_to_parser_remap_sblr_execution_proof,executable_sblr_proof_available,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_declared_surface_match,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,parser_remap_noncluster_function_gate,p1_noncluster_remap_verified,row maps to FSE-P7 execution proof;engine owns execution and MGA finality where applicable;parser and compatibility authority remain forbidden for execution storage and transaction finality
FPR-P1-NONCLUSTER-00181,cockroachdb,POSTGRESQL_COMPATIBLE_SQL,cockroachdb.catalog_overlay.show,PARSER_REMAP_ONLY,project/src/parsers/compatibility/cockroachdb/cockroachdb_dialect.cpp#kPatterns:cockroachdb.catalog_overlay.show,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,sblr.noncluster.observability_metrics_tracing_events.cockroachdb.cockroachdb_catalog_overlay_show.3a18cf5ade,FSE-P7-PROOF-01111,mapped_to_parser_remap_sblr_execution_proof,executable_sblr_proof_available,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_declared_surface_match,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,parser_remap_noncluster_function_gate,p1_noncluster_remap_verified,row maps to FSE-P7 execution proof;engine owns execution and MGA finality where applicable;parser and compatibility authority remain forbidden for execution storage and transaction finality
FPR-P1-NONCLUSTER-00182,cockroachdb,POSTGRESQL_COMPATIBLE_SQL,cockroachdb.optimizer.explain,PARSER_REMAP_ONLY,project/src/parsers/compatibility/cockroachdb/cockroachdb_dialect.cpp#kPatterns:cockroachdb.optimizer.explain,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,sblr.noncluster.observability_metrics_tracing_events.cockroachdb.cockroachdb_optimizer_explain.f06e911071,FSE-P7-PROOF-01130,mapped_to_parser_remap_sblr_execution_proof,executable_sblr_proof_available,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_declared_surface_match,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,parser_remap_noncluster_function_gate,p1_noncluster_remap_verified,row maps to FSE-P7 execution proof;engine owns execution and MGA finality where applicable;parser and compatibility authority remain forbidden for execution storage and transaction finality
FPR-P1-NONCLUSTER-00183,cockroachdb,POSTGRESQL_COMPATIBLE_SQL,cockroachdb.session.set,PARSER_REMAP_ONLY,project/src/parsers/compatibility/cockroachdb/cockroachdb_dialect.cpp#kPatterns:cockroachdb.session.set,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,sblr.noncluster.compatibility_specific_noncluster_control.cockroachdb.cockroachdb_session_set.a6f8bf0d7d,FSE-P7-PROOF-01143,mapped_to_parser_remap_sblr_execution_proof,executable_sblr_proof_available,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_declared_surface_match,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,parser_remap_noncluster_function_gate,p1_noncluster_remap_verified,row maps to FSE-P7 execution proof;engine owns execution and MGA finality where applicable;parser and compatibility authority remain forbidden for execution storage and transaction finality
FPR-P1-NONCLUSTER-00184,cockroachdb,POSTGRESQL_COMPATIBLE_SQL,cockroachdb.session.reset,PARSER_REMAP_ONLY,project/src/parsers/compatibility/cockroachdb/cockroachdb_dialect.cpp#kPatterns:cockroachdb.session.reset,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,sblr.noncluster.compatibility_specific_noncluster_control.cockroachdb.cockroachdb_session_reset.38ad0c4ff6,FSE-P7-PROOF-01142,mapped_to_parser_remap_sblr_execution_proof,executable_sblr_proof_available,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_declared_surface_match,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,parser_remap_noncluster_function_gate,p1_noncluster_remap_verified,row maps to FSE-P7 execution proof;engine owns execution and MGA finality where applicable;parser and compatibility authority remain forbidden for execution storage and transaction finality
FPR-P1-NONCLUSTER-00185,cockroachdb,POSTGRESQL_COMPATIBLE_SQL,cockroachdb.prepared.prepare,PARSER_REMAP_ONLY,project/src/parsers/compatibility/cockroachdb/cockroachdb_dialect.cpp#kPatterns:cockroachdb.prepared.prepare,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,sblr.noncluster.compatibility_specific_noncluster_control.cockroachdb.cockroachdb_prepared_prepare.2116d99d6a,FSE-P7-PROOF-01133,mapped_to_parser_remap_sblr_execution_proof,executable_sblr_proof_available,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_declared_surface_match,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,parser_remap_noncluster_function_gate,p1_noncluster_remap_verified,row maps to FSE-P7 execution proof;engine owns execution and MGA finality where applicable;parser and compatibility authority remain forbidden for execution storage and transaction finality
FPR-P1-NONCLUSTER-00186,cockroachdb,POSTGRESQL_COMPATIBLE_SQL,cockroachdb.prepared.execute,PARSER_REMAP_ONLY,project/src/parsers/compatibility/cockroachdb/cockroachdb_dialect.cpp#kPatterns:cockroachdb.prepared.execute,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,sblr.noncluster.compatibility_specific_noncluster_control.cockroachdb.cockroachdb_prepared_execute.5fc37ae2eb,FSE-P7-PROOF-01132,mapped_to_parser_remap_sblr_execution_proof,executable_sblr_proof_available,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_declared_surface_match,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,parser_remap_noncluster_function_gate,p1_noncluster_remap_verified,row maps to FSE-P7 execution proof;engine owns execution and MGA finality where applicable;parser and compatibility authority remain forbidden for execution storage and transaction finality
FPR-P1-NONCLUSTER-00187,cockroachdb,POSTGRESQL_COMPATIBLE_SQL,cockroachdb.prepared.deallocate,PARSER_REMAP_ONLY,project/src/parsers/compatibility/cockroachdb/cockroachdb_dialect.cpp#kPatterns:cockroachdb.prepared.deallocate,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,sblr.noncluster.compatibility_specific_noncluster_control.cockroachdb.cockroachdb_prepared_deallocate.5acd73a3e3,FSE-P7-PROOF-01131,mapped_to_parser_remap_sblr_execution_proof,executable_sblr_proof_available,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_declared_surface_match,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,parser_remap_noncluster_function_gate,p1_noncluster_remap_verified,row maps to FSE-P7 execution proof;engine owns execution and MGA finality where applicable;parser and compatibility authority remain forbidden for execution storage and transaction finality
FPR-P1-NONCLUSTER-00188,cockroachdb,POSTGRESQL_COMPATIBLE_SQL,cockroachdb.ddl.create,PARSER_REMAP_ONLY,project/src/parsers/compatibility/cockroachdb/cockroachdb_dialect.cpp#kPatterns:cockroachdb.ddl.create,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,sblr.noncluster.compatibility_specific_noncluster_control.cockroachdb.cockroachdb_ddl_create.10ac817c82,FSE-P7-PROOF-01121,mapped_to_parser_remap_sblr_execution_proof,executable_sblr_proof_available,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_declared_surface_match,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,parser_remap_noncluster_function_gate,p1_noncluster_remap_verified,row maps to FSE-P7 execution proof;engine owns execution and MGA finality where applicable;parser and compatibility authority remain forbidden for execution storage and transaction finality
FPR-P1-NONCLUSTER-00189,cockroachdb,POSTGRESQL_COMPATIBLE_SQL,cockroachdb.ddl.alter,PARSER_REMAP_ONLY,project/src/parsers/compatibility/cockroachdb/cockroachdb_dialect.cpp#kPatterns:cockroachdb.ddl.alter,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,sblr.noncluster.compatibility_specific_noncluster_control.cockroachdb.cockroachdb_ddl_alter.1b8194ed61,FSE-P7-PROOF-01120,mapped_to_parser_remap_sblr_execution_proof,executable_sblr_proof_available,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_declared_surface_match,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,parser_remap_noncluster_function_gate,p1_noncluster_remap_verified,row maps to FSE-P7 execution proof;engine owns execution and MGA finality where applicable;parser and compatibility authority remain forbidden for execution storage and transaction finality
FPR-P1-NONCLUSTER-00190,cockroachdb,POSTGRESQL_COMPATIBLE_SQL,cockroachdb.ddl.drop,PARSER_REMAP_ONLY,project/src/parsers/compatibility/cockroachdb/cockroachdb_dialect.cpp#kPatterns:cockroachdb.ddl.drop,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,sblr.noncluster.compatibility_specific_noncluster_control.cockroachdb.cockroachdb_ddl_drop.658bd49f65,FSE-P7-PROOF-01122,mapped_to_parser_remap_sblr_execution_proof,executable_sblr_proof_available,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_declared_surface_match,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,parser_remap_noncluster_function_gate,p1_noncluster_remap_verified,row maps to FSE-P7 execution proof;engine owns execution and MGA finality where applicable;parser and compatibility authority remain forbidden for execution storage and transaction finality
FPR-P1-NONCLUSTER-00191,cockroachdb,POSTGRESQL_COMPATIBLE_SQL,cockroachdb.ddl.truncate,PARSER_REMAP_ONLY,project/src/parsers/compatibility/cockroachdb/cockroachdb_dialect.cpp#kPatterns:cockroachdb.ddl.truncate,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,sblr.noncluster.compatibility_specific_noncluster_control.cockroachdb.cockroachdb_ddl_truncate.9b3bbf7f8b,FSE-P7-PROOF-01123,mapped_to_parser_remap_sblr_execution_proof,executable_sblr_proof_available,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_declared_surface_match,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,parser_remap_noncluster_function_gate,p1_noncluster_remap_verified,row maps to FSE-P7 execution proof;engine owns execution and MGA finality where applicable;parser and compatibility authority remain forbidden for execution storage and transaction finality
FPR-P1-NONCLUSTER-00192,cockroachdb,POSTGRESQL_COMPATIBLE_SQL,cockroachdb.dml.merge,PARSER_REMAP_ONLY,project/src/parsers/compatibility/cockroachdb/cockroachdb_dialect.cpp#kPatterns:cockroachdb.dml.merge,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,sblr.noncluster.compatibility_specific_noncluster_control.cockroachdb.cockroachdb_dml_merge.3e6b05c721,FSE-P7-PROOF-01126,mapped_to_parser_remap_sblr_execution_proof,executable_sblr_proof_available,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_declared_surface_match,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,parser_remap_noncluster_function_gate,p1_noncluster_remap_verified,row maps to FSE-P7 execution proof;engine owns execution and MGA finality where applicable;parser and compatibility authority remain forbidden for execution storage and transaction finality
FPR-P1-NONCLUSTER-00193,cockroachdb,POSTGRESQL_COMPATIBLE_SQL,cockroachdb.dml.insert,PARSER_REMAP_ONLY,project/src/parsers/compatibility/cockroachdb/cockroachdb_dialect.cpp#kPatterns:cockroachdb.dml.insert,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,sblr.noncluster.compatibility_specific_noncluster_control.cockroachdb.cockroachdb_dml_insert.d746e17fb1,FSE-P7-PROOF-01125,mapped_to_parser_remap_sblr_execution_proof,executable_sblr_proof_available,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_declared_surface_match,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,parser_remap_noncluster_function_gate,p1_noncluster_remap_verified,row maps to FSE-P7 execution proof;engine owns execution and MGA finality where applicable;parser and compatibility authority remain forbidden for execution storage and transaction finality
FPR-P1-NONCLUSTER-00194,cockroachdb,POSTGRESQL_COMPATIBLE_SQL,cockroachdb.dml.update,PARSER_REMAP_ONLY,project/src/parsers/compatibility/cockroachdb/cockroachdb_dialect.cpp#kPatterns:cockroachdb.dml.update,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,sblr.noncluster.compatibility_specific_noncluster_control.cockroachdb.cockroachdb_dml_update.126178aa3f,FSE-P7-PROOF-01127,mapped_to_parser_remap_sblr_execution_proof,executable_sblr_proof_available,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_declared_surface_match,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,parser_remap_noncluster_function_gate,p1_noncluster_remap_verified,row maps to FSE-P7 execution proof;engine owns execution and MGA finality where applicable;parser and compatibility authority remain forbidden for execution storage and transaction finality
FPR-P1-NONCLUSTER-00195,cockroachdb,POSTGRESQL_COMPATIBLE_SQL,cockroachdb.dml.delete,PARSER_REMAP_ONLY,project/src/parsers/compatibility/cockroachdb/cockroachdb_dialect.cpp#kPatterns:cockroachdb.dml.delete,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,sblr.noncluster.compatibility_specific_noncluster_control.cockroachdb.cockroachdb_dml_delete.953b4f82b8,FSE-P7-PROOF-01124,mapped_to_parser_remap_sblr_execution_proof,executable_sblr_proof_available,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_declared_surface_match,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,parser_remap_noncluster_function_gate,p1_noncluster_remap_verified,row maps to FSE-P7 execution proof;engine owns execution and MGA finality where applicable;parser and compatibility authority remain forbidden for execution storage and transaction finality
FPR-P1-NONCLUSTER-00196,cockroachdb,POSTGRESQL_COMPATIBLE_SQL,cockroachdb.query.select,PARSER_REMAP_ONLY,project/src/parsers/compatibility/cockroachdb/cockroachdb_dialect.cpp#kPatterns:cockroachdb.query.select,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,sblr.noncluster.compatibility_specific_noncluster_control.cockroachdb.cockroachdb_query_select.bcaa7814ab,FSE-P7-PROOF-01134,mapped_to_parser_remap_sblr_execution_proof,executable_sblr_proof_available,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_declared_surface_match,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,parser_remap_noncluster_function_gate,p1_noncluster_remap_verified,row maps to FSE-P7 execution proof;engine owns execution and MGA finality where applicable;parser and compatibility authority remain forbidden for execution storage and transaction finality
FPR-P1-NONCLUSTER-00197,cockroachdb,POSTGRESQL_COMPATIBLE_SQL,cockroachdb.query.with,PARSER_REMAP_ONLY,project/src/parsers/compatibility/cockroachdb/cockroachdb_dialect.cpp#kPatterns:cockroachdb.query.with,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,sblr.noncluster.compatibility_specific_noncluster_control.cockroachdb.cockroachdb_query_with.556de7d9c5,FSE-P7-PROOF-01135,mapped_to_parser_remap_sblr_execution_proof,executable_sblr_proof_available,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_declared_surface_match,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,parser_remap_noncluster_function_gate,p1_noncluster_remap_verified,row maps to FSE-P7 execution proof;engine owns execution and MGA finality where applicable;parser and compatibility authority remain forbidden for execution storage and transaction finality
FPR-P1-NONCLUSTER-00198,cockroachdb,POSTGRESQL_COMPATIBLE_SQL,cockroachdb.transaction.start,PARSER_REMAP_ONLY,project/src/parsers/compatibility/cockroachdb/cockroachdb_dialect.cpp#kPatterns:cockroachdb.transaction.start,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,sblr.noncluster.compatibility_specific_noncluster_control.cockroachdb.cockroachdb_transaction_start.febeeeb932,FSE-P7-PROOF-01150,mapped_to_parser_remap_sblr_execution_proof,executable_sblr_proof_available,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_declared_surface_match,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,parser_remap_noncluster_function_gate,p1_noncluster_remap_verified,row maps to FSE-P7 execution proof;engine owns execution and MGA finality where applicable;parser and compatibility authority remain forbidden for execution storage and transaction finality
FPR-P1-NONCLUSTER-00199,cockroachdb,POSTGRESQL_COMPATIBLE_SQL,cockroachdb.transaction.begin,PARSER_REMAP_ONLY,project/src/parsers/compatibility/cockroachdb/cockroachdb_dialect.cpp#kPatterns:cockroachdb.transaction.begin,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,sblr.noncluster.compatibility_specific_noncluster_control.cockroachdb.cockroachdb_transaction_begin.ac3214f7dd,FSE-P7-PROOF-01144,mapped_to_parser_remap_sblr_execution_proof,executable_sblr_proof_available,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_declared_surface_match,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,parser_remap_noncluster_function_gate,p1_noncluster_remap_verified,row maps to FSE-P7 execution proof;engine owns execution and MGA finality where applicable;parser and compatibility authority remain forbidden for execution storage and transaction finality
FPR-P1-NONCLUSTER-00200,cockroachdb,POSTGRESQL_COMPATIBLE_SQL,cockroachdb.transaction.commit,PARSER_REMAP_ONLY,project/src/parsers/compatibility/cockroachdb/cockroachdb_dialect.cpp#kPatterns:cockroachdb.transaction.commit,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,sblr.noncluster.compatibility_specific_noncluster_control.cockroachdb.cockroachdb_transaction_commit.11d6cafb9a,FSE-P7-PROOF-01145,mapped_to_parser_remap_sblr_execution_proof,executable_sblr_proof_available,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_declared_surface_match,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,parser_remap_noncluster_function_gate,p1_noncluster_remap_verified,row maps to FSE-P7 execution proof;engine owns execution and MGA finality where applicable;parser and compatibility authority remain forbidden for execution storage and transaction finality
FPR-P1-NONCLUSTER-00201,cockroachdb,POSTGRESQL_COMPATIBLE_SQL,cockroachdb.transaction.rollback,PARSER_REMAP_ONLY,project/src/parsers/compatibility/cockroachdb/cockroachdb_dialect.cpp#kPatterns:cockroachdb.transaction.rollback,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,sblr.noncluster.compatibility_specific_noncluster_control.cockroachdb.cockroachdb_transaction_rollback.c7630e7bd5,FSE-P7-PROOF-01148,mapped_to_parser_remap_sblr_execution_proof,executable_sblr_proof_available,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_declared_surface_match,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,parser_remap_noncluster_function_gate,p1_noncluster_remap_verified,row maps to FSE-P7 execution proof;engine owns execution and MGA finality where applicable;parser and compatibility authority remain forbidden for execution storage and transaction finality
FPR-P1-NONCLUSTER-00202,cockroachdb,POSTGRESQL_COMPATIBLE_SQL,cockroachdb.transaction.savepoint,PARSER_REMAP_ONLY,project/src/parsers/compatibility/cockroachdb/cockroachdb_dialect.cpp#kPatterns:cockroachdb.transaction.savepoint,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,sblr.noncluster.compatibility_specific_noncluster_control.cockroachdb.cockroachdb_transaction_savepoint.5ca277c540,FSE-P7-PROOF-01149,mapped_to_parser_remap_sblr_execution_proof,executable_sblr_proof_available,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_declared_surface_match,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,parser_remap_noncluster_function_gate,p1_noncluster_remap_verified,row maps to FSE-P7 execution proof;engine owns execution and MGA finality where applicable;parser and compatibility authority remain forbidden for execution storage and transaction finality
FPR-P1-NONCLUSTER-00203,cockroachdb,POSTGRESQL_COMPATIBLE_SQL,cockroachdb.transaction.release_savepoint,PARSER_REMAP_ONLY,project/src/parsers/compatibility/cockroachdb/cockroachdb_dialect.cpp#kPatterns:cockroachdb.transaction.release_savepoint,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,sblr.noncluster.compatibility_specific_noncluster_control.cockroachdb.cockroachdb_transaction_release_savepoint.cfdaeaf88d,FSE-P7-PROOF-01147,mapped_to_parser_remap_sblr_execution_proof,executable_sblr_proof_available,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_declared_surface_match,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,parser_remap_noncluster_function_gate,p1_noncluster_remap_verified,row maps to FSE-P7 execution proof;engine owns execution and MGA finality where applicable;parser and compatibility authority remain forbidden for execution storage and transaction finality
FPR-P1-NONCLUSTER-00204,cockroachdb,POSTGRESQL_COMPATIBLE_SQL,datatype_surface:spatial,IMPLEMENT_NONCLUSTER,project/src/parsers/compatibility/cockroachdb/cockroachdb_dialect.cpp#kDatatypeSurfaces:spatial,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,sblr.noncluster.compatibility_specific_noncluster_control.cockroachdb.datatype_surface_spatial.10df0bc275,FSE-P7-PROOF-01089,mapped_to_engine_owned_sblr_execution_proof,executable_sblr_proof_available,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_declared_surface_match,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,parser_remap_noncluster_function_gate,p1_noncluster_remap_verified,row maps to FSE-P7 execution proof;engine owns execution and MGA finality where applicable;parser and compatibility authority remain forbidden for execution storage and transaction finality
FPR-P1-NONCLUSTER-00205,cockroachdb,POSTGRESQL_COMPATIBLE_SQL,datatype_surface:enum,PARSER_REMAP_ONLY,project/src/parsers/compatibility/cockroachdb/cockroachdb_dialect.cpp#kDatatypeSurfaces:enum,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,sblr.noncluster.compatibility_specific_noncluster_control.cockroachdb.datatype_surface_enum.6f6e67c73f,FSE-P7-PROOF-01088,mapped_to_parser_remap_sblr_execution_proof,executable_sblr_proof_available,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_declared_surface_match,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,parser_remap_noncluster_function_gate,p1_noncluster_remap_verified,row maps to FSE-P7 execution proof;engine owns execution and MGA finality where applicable;parser and compatibility authority remain forbidden for execution storage and transaction finality
FPR-P1-NONCLUSTER-00206,cockroachdb,POSTGRESQL_COMPATIBLE_SQL,datatype_surface:collated_string,PARSER_REMAP_ONLY,project/src/parsers/compatibility/cockroachdb/cockroachdb_dialect.cpp#kDatatypeSurfaces:collated_string,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,sblr.noncluster.compatibility_specific_noncluster_control.cockroachdb.datatype_surface_collated_string.63393d6375,FSE-P7-PROOF-01087,mapped_to_parser_remap_sblr_execution_proof,executable_sblr_proof_available,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_declared_surface_match,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,parser_remap_noncluster_function_gate,p1_noncluster_remap_verified,row maps to FSE-P7 execution proof;engine owns execution and MGA finality where applicable;parser and compatibility authority remain forbidden for execution storage and transaction finality
FPR-P1-NONCLUSTER-00207,cockroachdb,POSTGRESQL_COMPATIBLE_SQL,builtin_function_surface:aggregate,PARSER_REMAP_ONLY,project/src/parsers/compatibility/cockroachdb/cockroachdb_dialect.cpp#kBuiltinSurfaces:aggregate,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,sblr.noncluster.extension_udr_connector_management.cockroachdb.builtin_function_surface_aggregate.e8b907fc05,FSE-P7-PROOF-01067,mapped_to_parser_remap_sblr_execution_proof,executable_sblr_proof_available,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_declared_surface_match,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,parser_remap_noncluster_function_gate,p1_noncluster_remap_verified,row maps to FSE-P7 execution proof;engine owns execution and MGA finality where applicable;parser and compatibility authority remain forbidden for execution storage and transaction finality
