compatibility,parser_surface,compatibility_surface,current_scratchbird_status,classification,downstream_owner,test_destination,source_search_key
duckdb,SQL_PRAGMA_EMBEDDED_API,builtin_function_surface:string,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/duckdb/duckdb_dialect.cpp#kBuiltinSurfaces:string
duckdb,SQL_PRAGMA_EMBEDDED_API,builtin_function_surface:numeric,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/duckdb/duckdb_dialect.cpp#kBuiltinSurfaces:numeric
duckdb,SQL_PRAGMA_EMBEDDED_API,builtin_function_surface:temporal,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/duckdb/duckdb_dialect.cpp#kBuiltinSurfaces:temporal
duckdb,SQL_PRAGMA_EMBEDDED_API,builtin_function_surface:json,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/duckdb/duckdb_dialect.cpp#kBuiltinSurfaces:json
duckdb,SQL_PRAGMA_EMBEDDED_API,builtin_function_surface:list,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/duckdb/duckdb_dialect.cpp#kBuiltinSurfaces:list
duckdb,SQL_PRAGMA_EMBEDDED_API,builtin_function_surface:map_struct,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/duckdb/duckdb_dialect.cpp#kBuiltinSurfaces:map_struct
duckdb,SQL_PRAGMA_EMBEDDED_API,builtin_function_surface:stats,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/duckdb/duckdb_dialect.cpp#kBuiltinSurfaces:stats
duckdb,SQL_PRAGMA_EMBEDDED_API,builtin_function_surface:secrets,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/duckdb/duckdb_dialect.cpp#kBuiltinSurfaces:secrets
duckdb,SQL_PRAGMA_EMBEDDED_API,catalog_overlay_surface:information_schema,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/duckdb/duckdb_dialect.cpp#kCatalogSurfaces:information_schema
duckdb,SQL_PRAGMA_EMBEDDED_API,catalog_overlay_surface:duckdb_catalog,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/duckdb/duckdb_dialect.cpp#kCatalogSurfaces:duckdb_catalog
duckdb,SQL_PRAGMA_EMBEDDED_API,catalog_overlay_surface:pragma_metadata,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/duckdb/duckdb_dialect.cpp#kCatalogSurfaces:pragma_metadata
duckdb,SQL_PRAGMA_EMBEDDED_API,catalog_overlay_surface:settings,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/duckdb/duckdb_dialect.cpp#kCatalogSurfaces:settings
duckdb,SQL_PRAGMA_EMBEDDED_API,catalog_overlay_surface:macros,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/duckdb/duckdb_dialect.cpp#kCatalogSurfaces:macros
duckdb,SQL_PRAGMA_EMBEDDED_API,diagnostic_surface:parse,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/duckdb/duckdb_dialect.cpp#kDiagnosticSurfaces:parse
duckdb,SQL_PRAGMA_EMBEDDED_API,diagnostic_surface:copy,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/duckdb/duckdb_dialect.cpp#kDiagnosticSurfaces:copy
duckdb,SQL_PRAGMA_EMBEDDED_API,diagnostic_surface:security,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/duckdb/duckdb_dialect.cpp#kDiagnosticSurfaces:security
duckdb,SQL_PRAGMA_EMBEDDED_API,diagnostic_surface:routine,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/duckdb/duckdb_dialect.cpp#kDiagnosticSurfaces:routine
duckdb,SQL_PRAGMA_EMBEDDED_API,diagnostic_surface:pragma,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/duckdb/duckdb_dialect.cpp#kDiagnosticSurfaces:pragma
firebird,FIREBIRD_SQL_SERVICE_API,firebird.lifecycle.create_database,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#FirebirdMappingStorage:firebird.lifecycle.create_database
firebird,FIREBIRD_SQL_SERVICE_API,firebird.lifecycle.drop_database,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#FirebirdMappingStorage:firebird.lifecycle.drop_database
firebird,FIREBIRD_SQL_SERVICE_API,firebird.lifecycle.attach_database,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#FirebirdMappingStorage:firebird.lifecycle.attach_database
firebird,FIREBIRD_SQL_SERVICE_API,firebird.lifecycle.detach_database,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#FirebirdMappingStorage:firebird.lifecycle.detach_database
firebird,FIREBIRD_SQL_SERVICE_API,firebird.lifecycle.verify_database,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#FirebirdMappingStorage:firebird.lifecycle.verify_database
firebird,FIREBIRD_SQL_SERVICE_API,firebird.lifecycle.repair_database,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#FirebirdMappingStorage:firebird.lifecycle.repair_database
firebird,FIREBIRD_SQL_SERVICE_API,firebird.dml.insert.returning,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyDmlOperation:firebird.dml.insert.returning
firebird,FIREBIRD_SQL_SERVICE_API,firebird.dml.insert,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyDmlOperation:firebird.dml.insert
firebird,FIREBIRD_SQL_SERVICE_API,firebird.dml.update_or_insert.returning,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyDmlOperation:firebird.dml.update_or_insert.returning
firebird,FIREBIRD_SQL_SERVICE_API,firebird.dml.update_or_insert,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyDmlOperation:firebird.dml.update_or_insert
firebird,FIREBIRD_SQL_SERVICE_API,firebird.dml.update.returning,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyDmlOperation:firebird.dml.update.returning
firebird,FIREBIRD_SQL_SERVICE_API,firebird.dml.update,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyDmlOperation:firebird.dml.update
firebird,FIREBIRD_SQL_SERVICE_API,firebird.dml.delete.returning,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyDmlOperation:firebird.dml.delete.returning
firebird,FIREBIRD_SQL_SERVICE_API,firebird.dml.delete,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyDmlOperation:firebird.dml.delete
firebird,FIREBIRD_SQL_SERVICE_API,firebird.dml.merge.returning,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyDmlOperation:firebird.dml.merge.returning
firebird,FIREBIRD_SQL_SERVICE_API,firebird.dml.merge,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyDmlOperation:firebird.dml.merge
firebird,FIREBIRD_SQL_SERVICE_API,firebird.expression.generator.gen_id,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyExpressionOperation:firebird.expression.generator.gen_id
firebird,FIREBIRD_SQL_SERVICE_API,firebird.expression.generator.next_value_for,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyExpressionOperation:firebird.expression.generator.next_value_for
firebird,FIREBIRD_SQL_SERVICE_API,firebird.expression.context.get,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyExpressionOperation:firebird.expression.context.get
firebird,FIREBIRD_SQL_SERVICE_API,firebird.expression.context.set,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyExpressionOperation:firebird.expression.context.set
firebird,FIREBIRD_SQL_SERVICE_API,firebird.expression.context.variable,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyExpressionOperation:firebird.expression.context.variable
firebird,FIREBIRD_SQL_SERVICE_API,firebird.expression.uuid.uuid_to_char,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyExpressionOperation:firebird.expression.uuid.uuid_to_char
firebird,FIREBIRD_SQL_SERVICE_API,firebird.expression.uuid.char_to_uuid,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyExpressionOperation:firebird.expression.uuid.char_to_uuid
firebird,FIREBIRD_SQL_SERVICE_API,firebird.expression.hash.hash,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyExpressionOperation:firebird.expression.hash.hash
firebird,FIREBIRD_SQL_SERVICE_API,firebird.expression.temporal,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyExpressionOperation:firebird.expression.temporal
firebird,FIREBIRD_SQL_SERVICE_API,firebird.expression.aggregate_window,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyExpressionOperation:firebird.expression.aggregate_window
firebird,FIREBIRD_SQL_SERVICE_API,firebird.expression.conditional,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyExpressionOperation:firebird.expression.conditional
firebird,FIREBIRD_SQL_SERVICE_API,firebird.expression.string,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyExpressionOperation:firebird.expression.string
firebird,FIREBIRD_SQL_SERVICE_API,firebird.expression.numeric,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyExpressionOperation:firebird.expression.numeric
firebird,FIREBIRD_SQL_SERVICE_API,firebird.datatype.domain.create,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyDatatypeOperation:firebird.datatype.domain.create
firebird,FIREBIRD_SQL_SERVICE_API,firebird.datatype.domain.alter,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyDatatypeOperation:firebird.datatype.domain.alter
firebird,FIREBIRD_SQL_SERVICE_API,firebird.datatype.domain.drop,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyDatatypeOperation:firebird.datatype.domain.drop
firebird,FIREBIRD_SQL_SERVICE_API,firebird.datatype.cast,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyDatatypeOperation:firebird.datatype.cast
firebird,FIREBIRD_SQL_SERVICE_API,firebird.datatype.temporal_literal,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyDatatypeOperation:firebird.datatype.temporal_literal
firebird,FIREBIRD_SQL_SERVICE_API,firebird.datatype.exact_numeric_descriptor,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyDatatypeOperation:firebird.datatype.exact_numeric_descriptor
firebird,FIREBIRD_SQL_SERVICE_API,firebird.datatype.text_blob_descriptor,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyDatatypeOperation:firebird.datatype.text_blob_descriptor
firebird,FIREBIRD_SQL_SERVICE_API,firebird.datatype.boolean_literal,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyDatatypeOperation:firebird.datatype.boolean_literal
firebird,FIREBIRD_SQL_SERVICE_API,firebird.catalog_overlay.information_schema,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyCatalogOverlayOperation:firebird.catalog_overlay.information_schema
firebird,FIREBIRD_SQL_SERVICE_API,firebird.catalog_overlay.monitoring,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyCatalogOverlayOperation:firebird.catalog_overlay.monitoring
firebird,FIREBIRD_SQL_SERVICE_API,firebird.catalog_overlay.security,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyCatalogOverlayOperation:firebird.catalog_overlay.security
firebird,FIREBIRD_SQL_SERVICE_API,firebird.catalog_overlay.constraints_indexes,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyCatalogOverlayOperation:firebird.catalog_overlay.constraints_indexes
firebird,FIREBIRD_SQL_SERVICE_API,firebird.catalog_overlay.routines_triggers_packages,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyCatalogOverlayOperation:firebird.catalog_overlay.routines_triggers_packages
firebird,FIREBIRD_SQL_SERVICE_API,firebird.catalog_overlay.exceptions_collations_charsets,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyCatalogOverlayOperation:firebird.catalog_overlay.exceptions_collations_charsets
firebird,FIREBIRD_SQL_SERVICE_API,firebird.catalog_overlay.rdb_core,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyCatalogOverlayOperation:firebird.catalog_overlay.rdb_core
firebird,FIREBIRD_SQL_SERVICE_API,firebird.psql.execute_block,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyPsqlOperation:firebird.psql.execute_block
firebird,FIREBIRD_SQL_SERVICE_API,firebird.psql.execute_statement,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyPsqlOperation:firebird.psql.execute_statement
firebird,FIREBIRD_SQL_SERVICE_API,firebird.psql.block_fragment,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyPsqlOperation:firebird.psql.block_fragment
firebird,FIREBIRD_SQL_SERVICE_API,firebird.psql.assignment_fragment,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyPsqlOperation:firebird.psql.assignment_fragment
firebird,FIREBIRD_SQL_SERVICE_API,firebird.query.select.first_skip_rows,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyQueryOperation:firebird.query.select.first_skip_rows
firebird,FIREBIRD_SQL_SERVICE_API,firebird.query.cursor.for_update,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyQueryOperation:firebird.query.cursor.for_update
firebird,FIREBIRD_SQL_SERVICE_API,firebird.query.select,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyQueryOperation:firebird.query.select
firebird,FIREBIRD_SQL_SERVICE_API,firebird.dml.cursor.update_current_of,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyDmlOperation:firebird.dml.cursor.update_current_of
firebird,FIREBIRD_SQL_SERVICE_API,firebird.dml.cursor.delete_current_of,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyDmlOperation:firebird.dml.cursor.delete_current_of
firebird,FIREBIRD_SQL_SERVICE_API,firebird.dml.execute_procedure,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyDmlOperation:firebird.dml.execute_procedure
firebird,FIREBIRD_SQL_SERVICE_API,firebird.dml.call,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyDmlOperation:firebird.dml.call
firebird,FIREBIRD_SQL_SERVICE_API,firebird.ddl.create_or_alter,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyDdlOperation:firebird.ddl.create_or_alter
firebird,FIREBIRD_SQL_SERVICE_API,firebird.ddl.create,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyDdlOperation:firebird.ddl.create
firebird,FIREBIRD_SQL_SERVICE_API,firebird.ddl.alter,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyDdlOperation:firebird.ddl.alter
firebird,FIREBIRD_SQL_SERVICE_API,firebird.ddl.drop,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyDdlOperation:firebird.ddl.drop
