audit_id,audit_type,compatibility,parser_package,parser_support_udr,cross_dialect_probe,result,reviewer,source_anchor,runtime_evidence,ctest_dependency,authority_policy,status,notes
FPR-P7-RUNTIME-REPLAY-002,runtime_replay_independent_review,postgresql,project/src/parsers/compatibility/postgresql,project/src/udr/sbu_postgresql_parser_support,positive_replay_and_isolation_evidence=verified,passed,independent_parser_remap_auditor,public_execution_plan/final-sblr-sbsql-parser-remap-closure/COMPATIBILITY_REPLAY_PROOF_UPDATE_MATRIX.csv#compatibility_replay_summary,parser_dialect_isolation_evidence.json;parser_compatibility_replay_proof_evidence.json,parser_compatibility_replay_proof_gate,parser_evidence_only_engine_mga_security_storage_authority,p7_parser_remap_audit_verified,Runtime evidence proves compatibility-positive replay SBsql rejection and foreign compatibility rejection coverage.
FPR-P7-RUNTIME-REPLAY-003,runtime_replay_independent_review,mysql,project/src/parsers/compatibility/mysql,project/src/udr/sbu_mysql_parser_support,positive_replay_and_isolation_evidence=verified,passed,independent_parser_remap_auditor,public_execution_plan/final-sblr-sbsql-parser-remap-closure/COMPATIBILITY_REPLAY_PROOF_UPDATE_MATRIX.csv#compatibility_replay_summary,parser_dialect_isolation_evidence.json;parser_compatibility_replay_proof_evidence.json,parser_compatibility_replay_proof_gate,parser_evidence_only_engine_mga_security_storage_authority,p7_parser_remap_audit_verified,Runtime evidence proves compatibility-positive replay SBsql rejection and foreign compatibility rejection coverage.
FPR-P7-RUNTIME-REPLAY-004,runtime_replay_independent_review,sqlite,project/src/parsers/compatibility/sqlite,project/src/udr/sbu_sqlite_parser_support,positive_replay_and_isolation_evidence=verified,passed,independent_parser_remap_auditor,public_execution_plan/final-sblr-sbsql-parser-remap-closure/COMPATIBILITY_REPLAY_PROOF_UPDATE_MATRIX.csv#compatibility_replay_summary,parser_dialect_isolation_evidence.json;parser_compatibility_replay_proof_evidence.json,parser_compatibility_replay_proof_gate,parser_evidence_only_engine_mga_security_storage_authority,p7_parser_remap_audit_verified,Runtime evidence proves compatibility-positive replay SBsql rejection and foreign compatibility rejection coverage.
FPR-P7-RUNTIME-REPLAY-005,runtime_replay_independent_review,mariadb,project/src/parsers/compatibility/mariadb,project/src/udr/sbu_mariadb_parser_support,positive_replay_and_isolation_evidence=verified,passed,independent_parser_remap_auditor,public_execution_plan/final-sblr-sbsql-parser-remap-closure/COMPATIBILITY_REPLAY_PROOF_UPDATE_MATRIX.csv#compatibility_replay_summary,parser_dialect_isolation_evidence.json;parser_compatibility_replay_proof_evidence.json,parser_compatibility_replay_proof_gate,parser_evidence_only_engine_mga_security_storage_authority,p7_parser_remap_audit_verified,Runtime evidence proves compatibility-positive replay SBsql rejection and foreign compatibility rejection coverage.
FPR-P7-RUNTIME-REPLAY-006,runtime_replay_independent_review,duckdb,project/src/parsers/compatibility/duckdb,project/src/udr/sbu_duckdb_parser_support,positive_replay_and_isolation_evidence=verified,passed,independent_parser_remap_auditor,public_execution_plan/final-sblr-sbsql-parser-remap-closure/COMPATIBILITY_REPLAY_PROOF_UPDATE_MATRIX.csv#compatibility_replay_summary,parser_dialect_isolation_evidence.json;parser_compatibility_replay_proof_evidence.json,parser_compatibility_replay_proof_gate,parser_evidence_only_engine_mga_security_storage_authority,p7_parser_remap_audit_verified,Runtime evidence proves compatibility-positive replay SBsql rejection and foreign compatibility rejection coverage.
FPR-P7-RUNTIME-REPLAY-007,runtime_replay_independent_review,clickhouse,project/src/parsers/compatibility/clickhouse,project/src/udr/sbu_clickhouse_parser_support,positive_replay_and_isolation_evidence=verified,passed,independent_parser_remap_auditor,public_execution_plan/final-sblr-sbsql-parser-remap-closure/COMPATIBILITY_REPLAY_PROOF_UPDATE_MATRIX.csv#compatibility_replay_summary,parser_dialect_isolation_evidence.json;parser_compatibility_replay_proof_evidence.json,parser_compatibility_replay_proof_gate,parser_evidence_only_engine_mga_security_storage_authority,p7_parser_remap_audit_verified,Runtime evidence proves compatibility-positive replay SBsql rejection and foreign compatibility rejection coverage.
FPR-P7-RUNTIME-REPLAY-008,runtime_replay_independent_review,tidb,project/src/parsers/compatibility/tidb,project/src/udr/sbu_tidb_parser_support,positive_replay_and_isolation_evidence=verified,passed,independent_parser_remap_auditor,public_execution_plan/final-sblr-sbsql-parser-remap-closure/COMPATIBILITY_REPLAY_PROOF_UPDATE_MATRIX.csv#compatibility_replay_summary,parser_dialect_isolation_evidence.json;parser_compatibility_replay_proof_evidence.json,parser_compatibility_replay_proof_gate,parser_evidence_only_engine_mga_security_storage_authority,p7_parser_remap_audit_verified,Runtime evidence proves compatibility-positive replay SBsql rejection and foreign compatibility rejection coverage.
FPR-P7-RUNTIME-REPLAY-009,runtime_replay_independent_review,vitess,project/src/parsers/compatibility/vitess,project/src/udr/sbu_vitess_parser_support,positive_replay_and_isolation_evidence=verified,passed,independent_parser_remap_auditor,public_execution_plan/final-sblr-sbsql-parser-remap-closure/COMPATIBILITY_REPLAY_PROOF_UPDATE_MATRIX.csv#compatibility_replay_summary,parser_dialect_isolation_evidence.json;parser_compatibility_replay_proof_evidence.json,parser_compatibility_replay_proof_gate,parser_evidence_only_engine_mga_security_storage_authority,p7_parser_remap_audit_verified,Runtime evidence proves compatibility-positive replay SBsql rejection and foreign compatibility rejection coverage.
FPR-P7-RUNTIME-REPLAY-010,runtime_replay_independent_review,cockroachdb,project/src/parsers/compatibility/cockroachdb,project/src/udr/sbu_cockroachdb_parser_support,positive_replay_and_isolation_evidence=verified,passed,independent_parser_remap_auditor,public_execution_plan/final-sblr-sbsql-parser-remap-closure/COMPATIBILITY_REPLAY_PROOF_UPDATE_MATRIX.csv#compatibility_replay_summary,parser_dialect_isolation_evidence.json;parser_compatibility_replay_proof_evidence.json,parser_compatibility_replay_proof_gate,parser_evidence_only_engine_mga_security_storage_authority,p7_parser_remap_audit_verified,Runtime evidence proves compatibility-positive replay SBsql rejection and foreign compatibility rejection coverage.
FPR-P7-RUNTIME-REPLAY-011,runtime_replay_independent_review,yugabytedb,project/src/parsers/compatibility/yugabytedb,project/src/udr/sbu_yugabytedb_parser_support,positive_replay_and_isolation_evidence=verified,passed,independent_parser_remap_auditor,public_execution_plan/final-sblr-sbsql-parser-remap-closure/COMPATIBILITY_REPLAY_PROOF_UPDATE_MATRIX.csv#compatibility_replay_summary,parser_dialect_isolation_evidence.json;parser_compatibility_replay_proof_evidence.json,parser_compatibility_replay_proof_gate,parser_evidence_only_engine_mga_security_storage_authority,p7_parser_remap_audit_verified,Runtime evidence proves compatibility-positive replay SBsql rejection and foreign compatibility rejection coverage.
FPR-P7-RUNTIME-REPLAY-012,runtime_replay_independent_review,cassandra,project/src/parsers/compatibility/cassandra,project/src/udr/sbu_cassandra_parser_support,positive_replay_and_isolation_evidence=verified,passed,independent_parser_remap_auditor,public_execution_plan/final-sblr-sbsql-parser-remap-closure/COMPATIBILITY_REPLAY_PROOF_UPDATE_MATRIX.csv#compatibility_replay_summary,parser_dialect_isolation_evidence.json;parser_compatibility_replay_proof_evidence.json,parser_compatibility_replay_proof_gate,parser_evidence_only_engine_mga_security_storage_authority,p7_parser_remap_audit_verified,Runtime evidence proves compatibility-positive replay SBsql rejection and foreign compatibility rejection coverage.
FPR-P7-RUNTIME-REPLAY-013,runtime_replay_independent_review,mongodb,project/src/parsers/compatibility/mongodb,project/src/udr/sbu_mongodb_parser_support,positive_replay_and_isolation_evidence=verified,passed,independent_parser_remap_auditor,public_execution_plan/final-sblr-sbsql-parser-remap-closure/COMPATIBILITY_REPLAY_PROOF_UPDATE_MATRIX.csv#compatibility_replay_summary,parser_dialect_isolation_evidence.json;parser_compatibility_replay_proof_evidence.json,parser_compatibility_replay_proof_gate,parser_evidence_only_engine_mga_security_storage_authority,p7_parser_remap_audit_verified,Runtime evidence proves compatibility-positive replay SBsql rejection and foreign compatibility rejection coverage.
FPR-P7-RUNTIME-REPLAY-014,runtime_replay_independent_review,redis,project/src/parsers/compatibility/redis,project/src/udr/sbu_redis_parser_support,positive_replay_and_isolation_evidence=verified,passed,independent_parser_remap_auditor,public_execution_plan/final-sblr-sbsql-parser-remap-closure/COMPATIBILITY_REPLAY_PROOF_UPDATE_MATRIX.csv#compatibility_replay_summary,parser_dialect_isolation_evidence.json;parser_compatibility_replay_proof_evidence.json,parser_compatibility_replay_proof_gate,parser_evidence_only_engine_mga_security_storage_authority,p7_parser_remap_audit_verified,Runtime evidence proves compatibility-positive replay SBsql rejection and foreign compatibility rejection coverage.
FPR-P7-RUNTIME-REPLAY-015,runtime_replay_independent_review,opensearch_sql_ppl,project/src/parsers/compatibility/opensearch_sql_ppl,project/src/udr/sbu_opensearch_sql_ppl_parser_support,positive_replay_and_isolation_evidence=verified,passed,independent_parser_remap_auditor,public_execution_plan/final-sblr-sbsql-parser-remap-closure/COMPATIBILITY_REPLAY_PROOF_UPDATE_MATRIX.csv#compatibility_replay_summary,parser_dialect_isolation_evidence.json;parser_compatibility_replay_proof_evidence.json,parser_compatibility_replay_proof_gate,parser_evidence_only_engine_mga_security_storage_authority,p7_parser_remap_audit_verified,Runtime evidence proves compatibility-positive replay SBsql rejection and foreign compatibility rejection coverage.
FPR-P7-RUNTIME-REPLAY-016,runtime_replay_independent_review,opensearch,project/src/parsers/compatibility/opensearch,project/src/udr/sbu_opensearch_parser_support,positive_replay_and_isolation_evidence=verified,passed,independent_parser_remap_auditor,public_execution_plan/final-sblr-sbsql-parser-remap-closure/COMPATIBILITY_REPLAY_PROOF_UPDATE_MATRIX.csv#compatibility_replay_summary,parser_dialect_isolation_evidence.json;parser_compatibility_replay_proof_evidence.json,parser_compatibility_replay_proof_gate,parser_evidence_only_engine_mga_security_storage_authority,p7_parser_remap_audit_verified,Runtime evidence proves compatibility-positive replay SBsql rejection and foreign compatibility rejection coverage.
FPR-P7-RUNTIME-REPLAY-017,runtime_replay_independent_review,neo4j,project/src/parsers/compatibility/neo4j,project/src/udr/sbu_neo4j_parser_support,positive_replay_and_isolation_evidence=verified,passed,independent_parser_remap_auditor,public_execution_plan/final-sblr-sbsql-parser-remap-closure/COMPATIBILITY_REPLAY_PROOF_UPDATE_MATRIX.csv#compatibility_replay_summary,parser_dialect_isolation_evidence.json;parser_compatibility_replay_proof_evidence.json,parser_compatibility_replay_proof_gate,parser_evidence_only_engine_mga_security_storage_authority,p7_parser_remap_audit_verified,Runtime evidence proves compatibility-positive replay SBsql rejection and foreign compatibility rejection coverage.
FPR-P7-RUNTIME-REPLAY-018,runtime_replay_independent_review,influxdb,project/src/parsers/compatibility/influxdb,project/src/udr/sbu_influxdb_parser_support,positive_replay_and_isolation_evidence=verified,passed,independent_parser_remap_auditor,public_execution_plan/final-sblr-sbsql-parser-remap-closure/COMPATIBILITY_REPLAY_PROOF_UPDATE_MATRIX.csv#compatibility_replay_summary,parser_dialect_isolation_evidence.json;parser_compatibility_replay_proof_evidence.json,parser_compatibility_replay_proof_gate,parser_evidence_only_engine_mga_security_storage_authority,p7_parser_remap_audit_verified,Runtime evidence proves compatibility-positive replay SBsql rejection and foreign compatibility rejection coverage.
FPR-P7-RUNTIME-REPLAY-019,runtime_replay_independent_review,milvus,project/src/parsers/compatibility/milvus,project/src/udr/sbu_milvus_parser_support,positive_replay_and_isolation_evidence=verified,passed,independent_parser_remap_auditor,public_execution_plan/final-sblr-sbsql-parser-remap-closure/COMPATIBILITY_REPLAY_PROOF_UPDATE_MATRIX.csv#compatibility_replay_summary,parser_dialect_isolation_evidence.json;parser_compatibility_replay_proof_evidence.json,parser_compatibility_replay_proof_gate,parser_evidence_only_engine_mga_security_storage_authority,p7_parser_remap_audit_verified,Runtime evidence proves compatibility-positive replay SBsql rejection and foreign compatibility rejection coverage.
FPR-P7-RUNTIME-REPLAY-020,runtime_replay_independent_review,dolt,project/src/parsers/compatibility/dolt,project/src/udr/sbu_dolt_parser_support,positive_replay_and_isolation_evidence=verified,passed,independent_parser_remap_auditor,public_execution_plan/final-sblr-sbsql-parser-remap-closure/COMPATIBILITY_REPLAY_PROOF_UPDATE_MATRIX.csv#compatibility_replay_summary,parser_dialect_isolation_evidence.json;parser_compatibility_replay_proof_evidence.json,parser_compatibility_replay_proof_gate,parser_evidence_only_engine_mga_security_storage_authority,p7_parser_remap_audit_verified,Runtime evidence proves compatibility-positive replay SBsql rejection and foreign compatibility rejection coverage.
FPR-P7-RUNTIME-REPLAY-021,runtime_replay_independent_review,apache_ignite,project/src/parsers/compatibility/apache_ignite,project/src/udr/sbu_apache_ignite_parser_support,positive_replay_and_isolation_evidence=verified,passed,independent_parser_remap_auditor,public_execution_plan/final-sblr-sbsql-parser-remap-closure/COMPATIBILITY_REPLAY_PROOF_UPDATE_MATRIX.csv#compatibility_replay_summary,parser_dialect_isolation_evidence.json;parser_compatibility_replay_proof_evidence.json,parser_compatibility_replay_proof_gate,parser_evidence_only_engine_mga_security_storage_authority,p7_parser_remap_audit_verified,Runtime evidence proves compatibility-positive replay SBsql rejection and foreign compatibility rejection coverage.
FPR-P7-RUNTIME-REPLAY-022,runtime_replay_independent_review,tikv,project/src/parsers/compatibility/tikv,project/src/udr/sbu_tikv_parser_support,positive_replay_and_isolation_evidence=verified,passed,independent_parser_remap_auditor,public_execution_plan/final-sblr-sbsql-parser-remap-closure/COMPATIBILITY_REPLAY_PROOF_UPDATE_MATRIX.csv#compatibility_replay_summary,parser_dialect_isolation_evidence.json;parser_compatibility_replay_proof_evidence.json,parser_compatibility_replay_proof_gate,parser_evidence_only_engine_mga_security_storage_authority,p7_parser_remap_audit_verified,Runtime evidence proves compatibility-positive replay SBsql rejection and foreign compatibility rejection coverage.
FPR-P7-RUNTIME-REPLAY-023,runtime_replay_independent_review,foundationdb,project/src/parsers/compatibility/foundationdb,project/src/udr/sbu_foundationdb_parser_support,positive_replay_and_isolation_evidence=verified,passed,independent_parser_remap_auditor,public_execution_plan/final-sblr-sbsql-parser-remap-closure/COMPATIBILITY_REPLAY_PROOF_UPDATE_MATRIX.csv#compatibility_replay_summary,parser_dialect_isolation_evidence.json;parser_compatibility_replay_proof_evidence.json,parser_compatibility_replay_proof_gate,parser_evidence_only_engine_mga_security_storage_authority,p7_parser_remap_audit_verified,Runtime evidence proves compatibility-positive replay SBsql rejection and foreign compatibility rejection coverage.
FPR-P7-RUNTIME-REPLAY-024,runtime_replay_independent_review,immudb,project/src/parsers/compatibility/immudb,project/src/udr/sbu_immudb_parser_support,positive_replay_and_isolation_evidence=verified,passed,independent_parser_remap_auditor,public_execution_plan/final-sblr-sbsql-parser-remap-closure/COMPATIBILITY_REPLAY_PROOF_UPDATE_MATRIX.csv#compatibility_replay_summary,parser_dialect_isolation_evidence.json;parser_compatibility_replay_proof_evidence.json,parser_compatibility_replay_proof_gate,parser_evidence_only_engine_mga_security_storage_authority,p7_parser_remap_audit_verified,Runtime evidence proves compatibility-positive replay SBsql rejection and foreign compatibility rejection coverage.
FPR-P7-RUNTIME-REPLAY-025,runtime_replay_independent_review,xtdb,project/src/parsers/compatibility/xtdb,project/src/udr/sbu_xtdb_parser_support,positive_replay_and_isolation_evidence=verified,passed,independent_parser_remap_auditor,public_execution_plan/final-sblr-sbsql-parser-remap-closure/COMPATIBILITY_REPLAY_PROOF_UPDATE_MATRIX.csv#compatibility_replay_summary,parser_dialect_isolation_evidence.json;parser_compatibility_replay_proof_evidence.json,parser_compatibility_replay_proof_gate,parser_evidence_only_engine_mga_security_storage_authority,p7_parser_remap_audit_verified,Runtime evidence proves compatibility-positive replay SBsql rejection and foreign compatibility rejection coverage.
FPR-P7-UPSTREAM-GATE-001,upstream_gate_independent_review,all_compatibilitys,all_compatibility_parser_packages,all_compatibility_parser_support_udrs,FPR-GATE-001_closed_and_ctest_registered,passed,independent_parser_remap_auditor,project/tests/compatibility_sql_parser_first_tranche/parser_remap_input_readiness_gate.py#main,P0 input readiness,FPR-GATE-001,parser_evidence_only_engine_mga_security_storage_authority,p7_parser_remap_audit_verified,Upstream gate is closed through regular project test registration and row-level matrix evidence.
FPR-P7-UPSTREAM-GATE-002,upstream_gate_independent_review,all_compatibilitys,all_compatibility_parser_packages,all_compatibility_parser_support_udrs,FPR-GATE-002_closed_and_ctest_registered,passed,independent_parser_remap_auditor,project/tests/compatibility_sql_parser_first_tranche/parser_remap_noncluster_function_gate.py#main,P1 noncluster remap,FPR-GATE-002,parser_evidence_only_engine_mga_security_storage_authority,p7_parser_remap_audit_verified,Upstream gate is closed through regular project test registration and row-level matrix evidence.
FPR-P7-UPSTREAM-GATE-003,upstream_gate_independent_review,all_compatibilitys,all_compatibility_parser_packages,all_compatibility_parser_support_udrs,FPR-GATE-003_closed_and_ctest_registered,passed,independent_parser_remap_auditor,project/tests/compatibility_sql_parser_first_tranche/parser_remap_cluster_route_gate.py#main,P2 cluster remap,FPR-GATE-003,parser_evidence_only_engine_mga_security_storage_authority,p7_parser_remap_audit_verified,Upstream gate is closed through regular project test registration and row-level matrix evidence.
FPR-P7-UPSTREAM-GATE-004,upstream_gate_independent_review,all_compatibilitys,all_compatibility_parser_packages,all_compatibility_parser_support_udrs,FPR-GATE-004_closed_and_ctest_registered,passed,independent_parser_remap_auditor,project/tests/compatibility_sql_parser_first_tranche/parser_remap_ast_boundast_envelope_gate.py#main,P3 envelope remap,FPR-GATE-004,parser_evidence_only_engine_mga_security_storage_authority,p7_parser_remap_audit_verified,Upstream gate is closed through regular project test registration and row-level matrix evidence.
FPR-P7-UPSTREAM-GATE-005,upstream_gate_independent_review,all_compatibilitys,all_compatibility_parser_packages,all_compatibility_parser_support_udrs,FPR-GATE-005_closed_and_ctest_registered,passed,independent_parser_remap_auditor,project/tests/compatibility_sql_parser_first_tranche/parser_refusal_reduction_gate.py#main,P4 refusal review,FPR-GATE-005,parser_evidence_only_engine_mga_security_storage_authority,p7_parser_remap_audit_verified,Upstream gate is closed through regular project test registration and row-level matrix evidence.
FPR-P7-UPSTREAM-GATE-006,upstream_gate_independent_review,all_compatibilitys,all_compatibility_parser_packages,all_compatibility_parser_support_udrs,FPR-GATE-006_closed_and_ctest_registered,passed,independent_parser_remap_auditor,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py#main,P5 isolation guard,FPR-GATE-006,parser_evidence_only_engine_mga_security_storage_authority,p7_parser_remap_audit_verified,Upstream gate is closed through regular project test registration and row-level matrix evidence.
FPR-P7-UPSTREAM-GATE-007,upstream_gate_independent_review,all_compatibilitys,all_compatibility_parser_packages,all_compatibility_parser_support_udrs,FPR-GATE-007_closed_and_ctest_registered,passed,independent_parser_remap_auditor,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py#main,P6 compatibility replay proof,FPR-GATE-007,parser_evidence_only_engine_mga_security_storage_authority,p7_parser_remap_audit_verified,Upstream gate is closed through regular project test registration and row-level matrix evidence.
FPR-P7-UPSTREAM-GATE-008,upstream_gate_independent_review,all_compatibilitys,all_compatibility_parser_packages,all_compatibility_parser_support_udrs,FPR-GATE-008_closed_and_ctest_registered,passed,independent_parser_remap_auditor,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_audit_gate.py#main,P7 independent audit,FPR-GATE-008,parser_evidence_only_engine_mga_security_storage_authority,p7_parser_remap_audit_verified,Upstream gate is closed through regular project test registration and row-level matrix evidence.
FPR-P7-COMPLETION-001,completion_semantics_independent_review,all_compatibilitys,all_compatibility_parser_packages,all_compatibility_parser_support_udrs,tracker_all_slices_closed,passed,independent_parser_remap_auditor,public_execution_plan/final-sblr-sbsql-parser-remap-closure/TRACKER.csv#FPR-P7,source_runtime_ctest_matrix_chain_required,parser_dialect_isolation_audit_gate,parser_evidence_only_engine_mga_security_storage_authority,p7_parser_remap_audit_verified,Completion requires source runtime CTest and matrix evidence with path existence alone insufficient.
FPR-P7-COMPLETION-002,completion_semantics_independent_review,all_compatibilitys,all_compatibility_parser_packages,all_compatibility_parser_support_udrs,acceptance_gates_all_closed,passed,independent_parser_remap_auditor,public_execution_plan/final-sblr-sbsql-parser-remap-closure/ACCEPTANCE_GATES.csv#FPR-GATE-008,source_runtime_ctest_matrix_chain_required,parser_dialect_isolation_audit_gate,parser_evidence_only_engine_mga_security_storage_authority,p7_parser_remap_audit_verified,Completion requires source runtime CTest and matrix evidence with path existence alone insufficient.
FPR-P7-COMPLETION-003,completion_semantics_independent_review,all_compatibilitys,all_compatibility_parser_packages,all_compatibility_parser_support_udrs,output_contract_declares_full_audit_columns,passed,independent_parser_remap_auditor,public_execution_plan/final-sblr-sbsql-parser-remap-closure/OUTPUT_CONTRACT.csv#FPR-OUT-007,source_runtime_ctest_matrix_chain_required,parser_dialect_isolation_audit_gate,parser_evidence_only_engine_mga_security_storage_authority,p7_parser_remap_audit_verified,Completion requires source runtime CTest and matrix evidence with path existence alone insufficient.
FPR-P7-COMPLETION-004,completion_semantics_independent_review,all_compatibilitys,all_compatibility_parser_packages,all_compatibility_parser_support_udrs,path_existence_alone_rejected,passed,independent_parser_remap_auditor,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_audit_gate.py#validate_p7_matrix,source_runtime_ctest_matrix_chain_required,parser_dialect_isolation_audit_gate,parser_evidence_only_engine_mga_security_storage_authority,p7_parser_remap_audit_verified,Completion requires source runtime CTest and matrix evidence with path existence alone insufficient.
FPR-P7-COMPLETION-005,completion_semantics_independent_review,all_compatibilitys,all_compatibility_parser_packages,all_compatibility_parser_support_udrs,generated_artifacts_alone_rejected,passed,independent_parser_remap_auditor,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_audit_gate.py#validate_evidence_files,source_runtime_ctest_matrix_chain_required,parser_dialect_isolation_audit_gate,parser_evidence_only_engine_mga_security_storage_authority,p7_parser_remap_audit_verified,Completion requires source runtime CTest and matrix evidence with path existence alone insufficient.
FPR-P7-COMPLETION-006,completion_semantics_independent_review,all_compatibilitys,all_compatibility_parser_packages,all_compatibility_parser_support_udrs,source_runtime_and_ctest_chain_required,passed,independent_parser_remap_auditor,project/tests/compatibility_sql_parser_first_tranche/CMakeLists.txt#parser_dialect_isolation_audit_gate,source_runtime_ctest_matrix_chain_required,parser_dialect_isolation_audit_gate,parser_evidence_only_engine_mga_security_storage_authority,p7_parser_remap_audit_verified,Completion requires source runtime CTest and matrix evidence with path existence alone insufficient.
