guard_id,guard_type,compatibility,parser_package,parser_support_udr,manifest_profile_class,probe_owner,positive_probe,expected_positive_token,foreign_probe_policy,known_family_overlap,source_boundary,expected_runtime_behavior,test_destination,proof_kind,status,notes
FPR-P5-SOURCE-UDR-006,source_udr_boundary,duckdb,project/src/parsers/compatibility/duckdb,project/src/udr/sbu_duckdb_parser_support,compatibility_emulation,duckdb,not_applicable,not_applicable,parser_support_udr_source_has_no_foreign_compatibility_dispatch,none,parser_support_udr_source_root,source scan rejects parser-support UDR cross-compatibility dispatch,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,source_boundary_scan,p5_dialect_isolation_verified,Parser-support UDR source exposes only the intended compatibility support route.
FPR-P5-SOURCE-UDR-007,source_udr_boundary,clickhouse,project/src/parsers/compatibility/clickhouse,project/src/udr/sbu_clickhouse_parser_support,compatibility_emulation,clickhouse,not_applicable,not_applicable,parser_support_udr_source_has_no_foreign_compatibility_dispatch,none,parser_support_udr_source_root,source scan rejects parser-support UDR cross-compatibility dispatch,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,source_boundary_scan,p5_dialect_isolation_verified,Parser-support UDR source exposes only the intended compatibility support route.
FPR-P5-SOURCE-UDR-008,source_udr_boundary,tidb,project/src/parsers/compatibility/tidb,project/src/udr/sbu_tidb_parser_support,compatibility_emulation,tidb,not_applicable,not_applicable,parser_support_udr_source_has_no_foreign_compatibility_dispatch,none,parser_support_udr_source_root,source scan rejects parser-support UDR cross-compatibility dispatch,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,source_boundary_scan,p5_dialect_isolation_verified,Parser-support UDR source exposes only the intended compatibility support route.
FPR-P5-SOURCE-UDR-009,source_udr_boundary,vitess,project/src/parsers/compatibility/vitess,project/src/udr/sbu_vitess_parser_support,compatibility_emulation,vitess,not_applicable,not_applicable,parser_support_udr_source_has_no_foreign_compatibility_dispatch,none,parser_support_udr_source_root,source scan rejects parser-support UDR cross-compatibility dispatch,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,source_boundary_scan,p5_dialect_isolation_verified,Parser-support UDR source exposes only the intended compatibility support route.
FPR-P5-SOURCE-UDR-010,source_udr_boundary,cockroachdb,project/src/parsers/compatibility/cockroachdb,project/src/udr/sbu_cockroachdb_parser_support,compatibility_emulation,cockroachdb,not_applicable,not_applicable,parser_support_udr_source_has_no_foreign_compatibility_dispatch,none,parser_support_udr_source_root,source scan rejects parser-support UDR cross-compatibility dispatch,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,source_boundary_scan,p5_dialect_isolation_verified,Parser-support UDR source exposes only the intended compatibility support route.
FPR-P5-SOURCE-UDR-011,source_udr_boundary,yugabytedb,project/src/parsers/compatibility/yugabytedb,project/src/udr/sbu_yugabytedb_parser_support,compatibility_emulation,yugabytedb,not_applicable,not_applicable,parser_support_udr_source_has_no_foreign_compatibility_dispatch,none,parser_support_udr_source_root,source scan rejects parser-support UDR cross-compatibility dispatch,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,source_boundary_scan,p5_dialect_isolation_verified,Parser-support UDR source exposes only the intended compatibility support route.
FPR-P5-SOURCE-UDR-012,source_udr_boundary,cassandra,project/src/parsers/compatibility/cassandra,project/src/udr/sbu_cassandra_parser_support,compatibility_emulation,cassandra,not_applicable,not_applicable,parser_support_udr_source_has_no_foreign_compatibility_dispatch,none,parser_support_udr_source_root,source scan rejects parser-support UDR cross-compatibility dispatch,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,source_boundary_scan,p5_dialect_isolation_verified,Parser-support UDR source exposes only the intended compatibility support route.
FPR-P5-SOURCE-UDR-013,source_udr_boundary,mongodb,project/src/parsers/compatibility/mongodb,project/src/udr/sbu_mongodb_parser_support,compatibility_emulation,mongodb,not_applicable,not_applicable,parser_support_udr_source_has_no_foreign_compatibility_dispatch,none,parser_support_udr_source_root,source scan rejects parser-support UDR cross-compatibility dispatch,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,source_boundary_scan,p5_dialect_isolation_verified,Parser-support UDR source exposes only the intended compatibility support route.
FPR-P5-SOURCE-UDR-014,source_udr_boundary,redis,project/src/parsers/compatibility/redis,project/src/udr/sbu_redis_parser_support,compatibility_emulation,redis,not_applicable,not_applicable,parser_support_udr_source_has_no_foreign_compatibility_dispatch,none,parser_support_udr_source_root,source scan rejects parser-support UDR cross-compatibility dispatch,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,source_boundary_scan,p5_dialect_isolation_verified,Parser-support UDR source exposes only the intended compatibility support route.
FPR-P5-SOURCE-UDR-015,source_udr_boundary,opensearch_sql_ppl,project/src/parsers/compatibility/opensearch_sql_ppl,project/src/udr/sbu_opensearch_sql_ppl_parser_support,compatibility_emulation,opensearch_sql_ppl,not_applicable,not_applicable,parser_support_udr_source_has_no_foreign_compatibility_dispatch,none,parser_support_udr_source_root,source scan rejects parser-support UDR cross-compatibility dispatch,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,source_boundary_scan,p5_dialect_isolation_verified,Parser-support UDR source exposes only the intended compatibility support route.
FPR-P5-SOURCE-UDR-016,source_udr_boundary,opensearch,project/src/parsers/compatibility/opensearch,project/src/udr/sbu_opensearch_parser_support,compatibility_emulation,opensearch,not_applicable,not_applicable,parser_support_udr_source_has_no_foreign_compatibility_dispatch,none,parser_support_udr_source_root,source scan rejects parser-support UDR cross-compatibility dispatch,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,source_boundary_scan,p5_dialect_isolation_verified,Parser-support UDR source exposes only the intended compatibility support route.
FPR-P5-SOURCE-UDR-017,source_udr_boundary,neo4j,project/src/parsers/compatibility/neo4j,project/src/udr/sbu_neo4j_parser_support,compatibility_emulation,neo4j,not_applicable,not_applicable,parser_support_udr_source_has_no_foreign_compatibility_dispatch,none,parser_support_udr_source_root,source scan rejects parser-support UDR cross-compatibility dispatch,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,source_boundary_scan,p5_dialect_isolation_verified,Parser-support UDR source exposes only the intended compatibility support route.
FPR-P5-SOURCE-UDR-018,source_udr_boundary,influxdb,project/src/parsers/compatibility/influxdb,project/src/udr/sbu_influxdb_parser_support,compatibility_emulation,influxdb,not_applicable,not_applicable,parser_support_udr_source_has_no_foreign_compatibility_dispatch,none,parser_support_udr_source_root,source scan rejects parser-support UDR cross-compatibility dispatch,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,source_boundary_scan,p5_dialect_isolation_verified,Parser-support UDR source exposes only the intended compatibility support route.
FPR-P5-SOURCE-UDR-019,source_udr_boundary,milvus,project/src/parsers/compatibility/milvus,project/src/udr/sbu_milvus_parser_support,compatibility_emulation,milvus,not_applicable,not_applicable,parser_support_udr_source_has_no_foreign_compatibility_dispatch,none,parser_support_udr_source_root,source scan rejects parser-support UDR cross-compatibility dispatch,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,source_boundary_scan,p5_dialect_isolation_verified,Parser-support UDR source exposes only the intended compatibility support route.
FPR-P5-SOURCE-UDR-020,source_udr_boundary,dolt,project/src/parsers/compatibility/dolt,project/src/udr/sbu_dolt_parser_support,compatibility_emulation,dolt,not_applicable,not_applicable,parser_support_udr_source_has_no_foreign_compatibility_dispatch,none,parser_support_udr_source_root,source scan rejects parser-support UDR cross-compatibility dispatch,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,source_boundary_scan,p5_dialect_isolation_verified,Parser-support UDR source exposes only the intended compatibility support route.
FPR-P5-SOURCE-UDR-021,source_udr_boundary,apache_ignite,project/src/parsers/compatibility/apache_ignite,project/src/udr/sbu_apache_ignite_parser_support,compatibility_emulation,apache_ignite,not_applicable,not_applicable,parser_support_udr_source_has_no_foreign_compatibility_dispatch,none,parser_support_udr_source_root,source scan rejects parser-support UDR cross-compatibility dispatch,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,source_boundary_scan,p5_dialect_isolation_verified,Parser-support UDR source exposes only the intended compatibility support route.
FPR-P5-SOURCE-UDR-022,source_udr_boundary,tikv,project/src/parsers/compatibility/tikv,project/src/udr/sbu_tikv_parser_support,compatibility_emulation,tikv,not_applicable,not_applicable,parser_support_udr_source_has_no_foreign_compatibility_dispatch,none,parser_support_udr_source_root,source scan rejects parser-support UDR cross-compatibility dispatch,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,source_boundary_scan,p5_dialect_isolation_verified,Parser-support UDR source exposes only the intended compatibility support route.
FPR-P5-SOURCE-UDR-023,source_udr_boundary,foundationdb,project/src/parsers/compatibility/foundationdb,project/src/udr/sbu_foundationdb_parser_support,compatibility_emulation,foundationdb,not_applicable,not_applicable,parser_support_udr_source_has_no_foreign_compatibility_dispatch,none,parser_support_udr_source_root,source scan rejects parser-support UDR cross-compatibility dispatch,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,source_boundary_scan,p5_dialect_isolation_verified,Parser-support UDR source exposes only the intended compatibility support route.
FPR-P5-SOURCE-UDR-024,source_udr_boundary,immudb,project/src/parsers/compatibility/immudb,project/src/udr/sbu_immudb_parser_support,compatibility_emulation,immudb,not_applicable,not_applicable,parser_support_udr_source_has_no_foreign_compatibility_dispatch,none,parser_support_udr_source_root,source scan rejects parser-support UDR cross-compatibility dispatch,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,source_boundary_scan,p5_dialect_isolation_verified,Parser-support UDR source exposes only the intended compatibility support route.
FPR-P5-SOURCE-UDR-025,source_udr_boundary,xtdb,project/src/parsers/compatibility/xtdb,project/src/udr/sbu_xtdb_parser_support,compatibility_emulation,xtdb,not_applicable,not_applicable,parser_support_udr_source_has_no_foreign_compatibility_dispatch,none,parser_support_udr_source_root,source scan rejects parser-support UDR cross-compatibility dispatch,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,source_boundary_scan,p5_dialect_isolation_verified,Parser-support UDR source exposes only the intended compatibility support route.
FPR-P5-RUNTIME-001,runtime_distinctive_probe,firebird,project/src/parsers/compatibility/firebird,project/src/udr/sbu_firebird_parser_support,compatibility_emulation,firebird,RECREATE TABLE fb_iso_t (id INTEGER),"""operation_family"":""firebird.ddl.recreate""",all_other_declared_compatibility_distinctive_probes_reject_without_envelope,none,runtime_cli_positive_and_pairwise_negative,own probe emits SBLRExecutionEnvelope and foreign probes reject without envelope,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,runtime_positive_and_pairwise_foreign_rejection,p5_dialect_isolation_verified,Distinctive compatibility runtime probe is admitted only by its owning parser except documented family overlap.
FPR-P5-RUNTIME-002,runtime_distinctive_probe,postgresql,project/src/parsers/compatibility/postgresql,project/src/udr/sbu_postgresql_parser_support,compatibility_emulation,postgresql,LISTEN sb_channel,"""operation_family"":""postgresql.events.listen""",all_other_declared_compatibility_distinctive_probes_reject_without_envelope,none,runtime_cli_positive_and_pairwise_negative,own probe emits SBLRExecutionEnvelope and foreign probes reject without envelope,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,runtime_positive_and_pairwise_foreign_rejection,p5_dialect_isolation_verified,Distinctive compatibility runtime probe is admitted only by its owning parser except documented family overlap.
FPR-P5-RUNTIME-003,runtime_distinctive_probe,mysql,project/src/parsers/compatibility/mysql,project/src/udr/sbu_mysql_parser_support,compatibility_emulation,mysql,XA START 'x',"""operation_family"":""mysql.transaction.xa""",all_other_declared_compatibility_distinctive_probes_reject_without_envelope,mysql_mariadb_shared_xa_surface_must_remain_mariadb_owned,runtime_cli_positive_and_pairwise_negative,own probe emits SBLRExecutionEnvelope and foreign probes reject without envelope,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,runtime_positive_and_pairwise_foreign_rejection,p5_dialect_isolation_verified,Distinctive compatibility runtime probe is admitted only by its owning parser except documented family overlap.
FPR-P5-RUNTIME-004,runtime_distinctive_probe,sqlite,project/src/parsers/compatibility/sqlite,project/src/udr/sbu_sqlite_parser_support,compatibility_emulation,sqlite,LOAD_EXTENSION('mod_spatialite'),"""operation_family"":""sqlite.extension.load_extension""",all_other_declared_compatibility_distinctive_probes_reject_without_envelope,none,runtime_cli_positive_and_pairwise_negative,own probe emits SBLRExecutionEnvelope and foreign probes reject without envelope,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,runtime_positive_and_pairwise_foreign_rejection,p5_dialect_isolation_verified,Distinctive compatibility runtime probe is admitted only by its owning parser except documented family overlap.
FPR-P5-RUNTIME-005,runtime_distinctive_probe,mariadb,project/src/parsers/compatibility/mariadb,project/src/udr/sbu_mariadb_parser_support,compatibility_emulation,mariadb,HANDLER accounts OPEN,"""operation_family"":""mariadb.handler.cursor""",all_other_declared_compatibility_distinctive_probes_reject_without_envelope,none,runtime_cli_positive_and_pairwise_negative,own probe emits SBLRExecutionEnvelope and foreign probes reject without envelope,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,runtime_positive_and_pairwise_foreign_rejection,p5_dialect_isolation_verified,Distinctive compatibility runtime probe is admitted only by its owning parser except documented family overlap.
FPR-P5-RUNTIME-006,runtime_distinctive_probe,duckdb,project/src/parsers/compatibility/duckdb,project/src/udr/sbu_duckdb_parser_support,compatibility_emulation,duckdb,READ_PARQUET('/tmp/sb.parquet'),"""operation_family"":""duckdb.external_scan.read_parquet""",all_other_declared_compatibility_distinctive_probes_reject_without_envelope,none,runtime_cli_positive_and_pairwise_negative,own probe emits SBLRExecutionEnvelope and foreign probes reject without envelope,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,runtime_positive_and_pairwise_foreign_rejection,p5_dialect_isolation_verified,Distinctive compatibility runtime probe is admitted only by its owning parser except documented family overlap.
FPR-P5-RUNTIME-007,runtime_distinctive_probe,clickhouse,project/src/parsers/compatibility/clickhouse,project/src/udr/sbu_clickhouse_parser_support,compatibility_emulation,clickhouse,SYSTEM FLUSH LOGS,"""operation_family"":""clickhouse.system.command""",all_other_declared_compatibility_distinctive_probes_reject_without_envelope,none,runtime_cli_positive_and_pairwise_negative,own probe emits SBLRExecutionEnvelope and foreign probes reject without envelope,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,runtime_positive_and_pairwise_foreign_rejection,p5_dialect_isolation_verified,Distinctive compatibility runtime probe is admitted only by its owning parser except documented family overlap.
FPR-P5-RUNTIME-008,runtime_distinctive_probe,tidb,project/src/parsers/compatibility/tidb,project/src/udr/sbu_tidb_parser_support,compatibility_emulation,tidb,ADMIN CHECKSUM TABLE t,"""operation_family"":""tidb.admin.checksum_table""",all_other_declared_compatibility_distinctive_probes_reject_without_envelope,none,runtime_cli_positive_and_pairwise_negative,own probe emits SBLRExecutionEnvelope and foreign probes reject without envelope,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,runtime_positive_and_pairwise_foreign_rejection,p5_dialect_isolation_verified,Distinctive compatibility runtime probe is admitted only by its owning parser except documented family overlap.
FPR-P5-RUNTIME-009,runtime_distinctive_probe,vitess,project/src/parsers/compatibility/vitess,project/src/udr/sbu_vitess_parser_support,compatibility_emulation,vitess,VTCTL REPARENT commerce/0,"""operation_family"":""vitess.topology.reparent""",all_other_declared_compatibility_distinctive_probes_reject_without_envelope,none,runtime_cli_positive_and_pairwise_negative,own probe emits SBLRExecutionEnvelope and foreign probes reject without envelope,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,runtime_positive_and_pairwise_foreign_rejection,p5_dialect_isolation_verified,Distinctive compatibility runtime probe is admitted only by its owning parser except documented family overlap.
FPR-P5-RUNTIME-010,runtime_distinctive_probe,cockroachdb,project/src/parsers/compatibility/cockroachdb,project/src/udr/sbu_cockroachdb_parser_support,compatibility_emulation,cockroachdb,EXPERIMENTAL_RELOCATE LEASE,"""operation_family"":""cockroachdb.cluster.experimental_relocate""",all_other_declared_compatibility_distinctive_probes_reject_without_envelope,none,runtime_cli_positive_and_pairwise_negative,own probe emits SBLRExecutionEnvelope and foreign probes reject without envelope,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,runtime_positive_and_pairwise_foreign_rejection,p5_dialect_isolation_verified,Distinctive compatibility runtime probe is admitted only by its owning parser except documented family overlap.
FPR-P5-RUNTIME-011,runtime_distinctive_probe,yugabytedb,project/src/parsers/compatibility/yugabytedb,project/src/udr/sbu_yugabytedb_parser_support,compatibility_emulation,yugabytedb,YB_SERVER_REGION(),"""operation_family"":""yugabytedb.catalog_overlay.server_region""",all_other_declared_compatibility_distinctive_probes_reject_without_envelope,none,runtime_cli_positive_and_pairwise_negative,own probe emits SBLRExecutionEnvelope and foreign probes reject without envelope,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,runtime_positive_and_pairwise_foreign_rejection,p5_dialect_isolation_verified,Distinctive compatibility runtime probe is admitted only by its owning parser except documented family overlap.
FPR-P5-RUNTIME-012,runtime_distinctive_probe,cassandra,project/src/parsers/compatibility/cassandra,project/src/udr/sbu_cassandra_parser_support,compatibility_emulation,cassandra,NODETOOL REPAIR ks,"""operation_family"":""cassandra.admin.nodetool""",all_other_declared_compatibility_distinctive_probes_reject_without_envelope,none,runtime_cli_positive_and_pairwise_negative,own probe emits SBLRExecutionEnvelope and foreign probes reject without envelope,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,runtime_positive_and_pairwise_foreign_rejection,p5_dialect_isolation_verified,Distinctive compatibility runtime probe is admitted only by its owning parser except documented family overlap.
FPR-P5-RUNTIME-013,runtime_distinctive_probe,mongodb,project/src/parsers/compatibility/mongodb,project/src/udr/sbu_mongodb_parser_support,compatibility_emulation,mongodb,REPLSET GETSTATUS,"""operation_family"":""mongodb.replica_set.command""",all_other_declared_compatibility_distinctive_probes_reject_without_envelope,none,runtime_cli_positive_and_pairwise_negative,own probe emits SBLRExecutionEnvelope and foreign probes reject without envelope,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,runtime_positive_and_pairwise_foreign_rejection,p5_dialect_isolation_verified,Distinctive compatibility runtime probe is admitted only by its owning parser except documented family overlap.
FPR-P5-RUNTIME-014,runtime_distinctive_probe,redis,project/src/parsers/compatibility/redis,project/src/udr/sbu_redis_parser_support,compatibility_emulation,redis,BGREWRITEAOF,"""operation_family"":""redis.persistence.bgrewriteaof""",all_other_declared_compatibility_distinctive_probes_reject_without_envelope,none,runtime_cli_positive_and_pairwise_negative,own probe emits SBLRExecutionEnvelope and foreign probes reject without envelope,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,runtime_positive_and_pairwise_foreign_rejection,p5_dialect_isolation_verified,Distinctive compatibility runtime probe is admitted only by its owning parser except documented family overlap.
FPR-P5-RUNTIME-015,runtime_distinctive_probe,opensearch_sql_ppl,project/src/parsers/compatibility/opensearch_sql_ppl,project/src/udr/sbu_opensearch_sql_ppl_parser_support,compatibility_emulation,opensearch_sql_ppl,FIELDS status | STATS count(),"""operation_family"":""opensearch_sql_ppl.ppl.stats""",all_other_declared_compatibility_distinctive_probes_reject_without_envelope,none,runtime_cli_positive_and_pairwise_negative,own probe emits SBLRExecutionEnvelope and foreign probes reject without envelope,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,runtime_positive_and_pairwise_foreign_rejection,p5_dialect_isolation_verified,Distinctive compatibility runtime probe is admitted only by its owning parser except documented family overlap.
FPR-P5-RUNTIME-016,runtime_distinctive_probe,opensearch,project/src/parsers/compatibility/opensearch,project/src/udr/sbu_opensearch_parser_support,compatibility_emulation,opensearch,"POST /_bulk {""index"":{}}","""operation_family"":""opensearch.bulk.write""",all_other_declared_compatibility_distinctive_probes_reject_without_envelope,none,runtime_cli_positive_and_pairwise_negative,own probe emits SBLRExecutionEnvelope and foreign probes reject without envelope,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,runtime_positive_and_pairwise_foreign_rejection,p5_dialect_isolation_verified,Distinctive compatibility runtime probe is admitted only by its owning parser except documented family overlap.
FPR-P5-RUNTIME-017,runtime_distinctive_probe,neo4j,project/src/parsers/compatibility/neo4j,project/src/udr/sbu_neo4j_parser_support,compatibility_emulation,neo4j,MATCH (n:Account) RETURN n,"""operation_family"":""neo4j.query.match""",all_other_declared_compatibility_distinctive_probes_reject_without_envelope,none,runtime_cli_positive_and_pairwise_negative,own probe emits SBLRExecutionEnvelope and foreign probes reject without envelope,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,runtime_positive_and_pairwise_foreign_rejection,p5_dialect_isolation_verified,Distinctive compatibility runtime probe is admitted only by its owning parser except documented family overlap.
FPR-P5-RUNTIME-018,runtime_distinctive_probe,influxdb,project/src/parsers/compatibility/influxdb,project/src/udr/sbu_influxdb_parser_support,compatibility_emulation,influxdb,"FROM(bucket: ""metrics"") |> RANGE(start: -1h)","""operation_family"":""influxdb.flux.from""",all_other_declared_compatibility_distinctive_probes_reject_without_envelope,none,runtime_cli_positive_and_pairwise_negative,own probe emits SBLRExecutionEnvelope and foreign probes reject without envelope,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,runtime_positive_and_pairwise_foreign_rejection,p5_dialect_isolation_verified,Distinctive compatibility runtime probe is admitted only by its owning parser except documented family overlap.
FPR-P5-RUNTIME-019,runtime_distinctive_probe,milvus,project/src/parsers/compatibility/milvus,project/src/udr/sbu_milvus_parser_support,compatibility_emulation,milvus,RERANK collection accounts,"""operation_family"":""milvus.query.rerank""",all_other_declared_compatibility_distinctive_probes_reject_without_envelope,none,runtime_cli_positive_and_pairwise_negative,own probe emits SBLRExecutionEnvelope and foreign probes reject without envelope,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,runtime_positive_and_pairwise_foreign_rejection,p5_dialect_isolation_verified,Distinctive compatibility runtime probe is admitted only by its owning parser except documented family overlap.
FPR-P5-RUNTIME-020,runtime_distinctive_probe,dolt,project/src/parsers/compatibility/dolt,project/src/udr/sbu_dolt_parser_support,compatibility_emulation,dolt,PUSH origin main,"""operation_family"":""dolt.remote.push""",all_other_declared_compatibility_distinctive_probes_reject_without_envelope,none,runtime_cli_positive_and_pairwise_negative,own probe emits SBLRExecutionEnvelope and foreign probes reject without envelope,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,runtime_positive_and_pairwise_foreign_rejection,p5_dialect_isolation_verified,Distinctive compatibility runtime probe is admitted only by its owning parser except documented family overlap.
FPR-P5-RUNTIME-021,runtime_distinctive_probe,apache_ignite,project/src/parsers/compatibility/apache_ignite,project/src/udr/sbu_apache_ignite_parser_support,compatibility_emulation,apache_ignite,CONTROL.SH --BASELINE,"""operation_family"":""apache_ignite.admin.control_script""",all_other_declared_compatibility_distinctive_probes_reject_without_envelope,none,runtime_cli_positive_and_pairwise_negative,own probe emits SBLRExecutionEnvelope and foreign probes reject without envelope,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,runtime_positive_and_pairwise_foreign_rejection,p5_dialect_isolation_verified,Distinctive compatibility runtime probe is admitted only by its owning parser except documented family overlap.
FPR-P5-RUNTIME-022,runtime_distinctive_probe,tikv,project/src/parsers/compatibility/tikv,project/src/udr/sbu_tikv_parser_support,compatibility_emulation,tikv,RAW_BATCH_GET k1 k2,"""operation_family"":""tikv.raw.batch_get""",all_other_declared_compatibility_distinctive_probes_reject_without_envelope,none,runtime_cli_positive_and_pairwise_negative,own probe emits SBLRExecutionEnvelope and foreign probes reject without envelope,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,runtime_positive_and_pairwise_foreign_rejection,p5_dialect_isolation_verified,Distinctive compatibility runtime probe is admitted only by its owning parser except documented family overlap.
FPR-P5-RUNTIME-023,runtime_distinctive_probe,foundationdb,project/src/parsers/compatibility/foundationdb,project/src/udr/sbu_foundationdb_parser_support,compatibility_emulation,foundationdb,DIRECTORY_CREATE /app,"""operation_family"":""foundationdb.directory.create""",all_other_declared_compatibility_distinctive_probes_reject_without_envelope,none,runtime_cli_positive_and_pairwise_negative,own probe emits SBLRExecutionEnvelope and foreign probes reject without envelope,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,runtime_positive_and_pairwise_foreign_rejection,p5_dialect_isolation_verified,Distinctive compatibility runtime probe is admitted only by its owning parser except documented family overlap.
FPR-P5-RUNTIME-024,runtime_distinctive_probe,immudb,project/src/parsers/compatibility/immudb,project/src/udr/sbu_immudb_parser_support,compatibility_emulation,immudb,VERIFIED_GET account:1,"""operation_family"":""immudb.kv.verified_get""",all_other_declared_compatibility_distinctive_probes_reject_without_envelope,none,runtime_cli_positive_and_pairwise_negative,own probe emits SBLRExecutionEnvelope and foreign probes reject without envelope,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,runtime_positive_and_pairwise_foreign_rejection,p5_dialect_isolation_verified,Distinctive compatibility runtime probe is admitted only by its owning parser except documented family overlap.
FPR-P5-RUNTIME-025,runtime_distinctive_probe,xtdb,project/src/parsers/compatibility/xtdb,project/src/udr/sbu_xtdb_parser_support,compatibility_emulation,xtdb,"XTDB_Q [:find ?e :where [?e :name ""Ada""]]","""operation_family"":""xtdb.datalog.query""",all_other_declared_compatibility_distinctive_probes_reject_without_envelope,none,runtime_cli_positive_and_pairwise_negative,own probe emits SBLRExecutionEnvelope and foreign probes reject without envelope,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,runtime_positive_and_pairwise_foreign_rejection,p5_dialect_isolation_verified,Distinctive compatibility runtime probe is admitted only by its owning parser except documented family overlap.
FPR-P5-SBSQL-001,runtime_sbsql_negative_probe,firebird,project/src/parsers/compatibility/firebird,project/src/udr/sbu_firebird_parser_support,compatibility_emulation,sbsql,PLAN FORMAT json,not_applicable,sbsql_probe_rejects_without_envelope,none,runtime_cli_sbsql_negative,SBsql-only probe rejects without envelope in compatibility parser,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,runtime_sbsql_rejection,p5_dialect_isolation_verified,Compatibility parser does not admit SBsql syntax.
FPR-P5-SBSQL-002,runtime_sbsql_negative_probe,postgresql,project/src/parsers/compatibility/postgresql,project/src/udr/sbu_postgresql_parser_support,compatibility_emulation,sbsql,PLAN FORMAT json,not_applicable,sbsql_probe_rejects_without_envelope,none,runtime_cli_sbsql_negative,SBsql-only probe rejects without envelope in compatibility parser,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,runtime_sbsql_rejection,p5_dialect_isolation_verified,Compatibility parser does not admit SBsql syntax.
FPR-P5-SBSQL-003,runtime_sbsql_negative_probe,mysql,project/src/parsers/compatibility/mysql,project/src/udr/sbu_mysql_parser_support,compatibility_emulation,sbsql,PLAN FORMAT json,not_applicable,sbsql_probe_rejects_without_envelope,none,runtime_cli_sbsql_negative,SBsql-only probe rejects without envelope in compatibility parser,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,runtime_sbsql_rejection,p5_dialect_isolation_verified,Compatibility parser does not admit SBsql syntax.
