compatibility,compatibility_surface,normalized_command,parser_route,sblr_route,refusal_policy
apache_ignite,apache_ignite.admin.control_script,cluster.admin.refuse_reference_shell_control,source_search_key=project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kPatterns:apache_ignite.admin.control_script;intake_id=FSC-INTAKE-COMPATIBILITY-0001;source_family=cluster_topology_or_control;compatibility_parser_isolation=own_surface_only,sblr.cluster.control.v3:cluster.admin.refuse_reference_shell_control,exact_pre_provider_refusal_no_provider_call
tikv,builtin_function_surface:cluster,cluster.job.start_controlled,source_search_key=project/src/parsers/compatibility/tikv/tikv_dialect.cpp#kBuiltinSurfaces:cluster;intake_id=FSC-INTAKE-COMPATIBILITY-0093;source_family=cluster_topology_or_control;compatibility_parser_isolation=own_surface_only,sblr.cluster.control.v3:cluster.job.start_controlled,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
vitess,vitess.topology.reparent,cluster.job.start_controlled,source_search_key=project/src/parsers/compatibility/vitess/vitess_dialect.cpp#kPatterns:vitess.topology.reparent;intake_id=FSC-INTAKE-COMPATIBILITY-0094;source_family=cluster_control;compatibility_parser_isolation=own_surface_only,sblr.cluster.control.v3:cluster.job.start_controlled,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
vitess,vitess.topology.command,cluster.job.start_controlled,source_search_key=project/src/parsers/compatibility/vitess/vitess_dialect.cpp#kPatterns:vitess.topology.command;intake_id=FSC-INTAKE-COMPATIBILITY-0095;source_family=cluster_control;compatibility_parser_isolation=own_surface_only,sblr.cluster.control.v3:cluster.job.start_controlled,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
vitess,vitess.vreplication.move_tables,cluster.replication.consume_cluster_event,source_search_key=project/src/parsers/compatibility/vitess/vitess_dialect.cpp#kPatterns:vitess.vreplication.move_tables;intake_id=FSC-INTAKE-COMPATIBILITY-0096;source_family=replication_control;compatibility_parser_isolation=own_surface_only,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
vitess,vitess.vreplication.reshard,cluster.replication.consume_cluster_event,source_search_key=project/src/parsers/compatibility/vitess/vitess_dialect.cpp#kPatterns:vitess.vreplication.reshard;intake_id=FSC-INTAKE-COMPATIBILITY-0097;source_family=replication_control;compatibility_parser_isolation=own_surface_only,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
vitess,vitess.vreplication.vdiff,cluster.replication.consume_cluster_event,source_search_key=project/src/parsers/compatibility/vitess/vitess_dialect.cpp#kPatterns:vitess.vreplication.vdiff;intake_id=FSC-INTAKE-COMPATIBILITY-0098;source_family=replication_control;compatibility_parser_isolation=own_surface_only,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
vitess,catalog_overlay_surface:vreplication,cluster.replication.consume_cluster_event,source_search_key=project/src/parsers/compatibility/vitess/vitess_dialect.cpp#kCatalogSurfaces:vreplication;intake_id=FSC-INTAKE-COMPATIBILITY-0099;source_family=replication_control;compatibility_parser_isolation=own_surface_only,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
vitess,diagnostic_surface:topology,cluster.metrics.snapshot,source_search_key=project/src/parsers/compatibility/vitess/vitess_dialect.cpp#kDiagnosticSurfaces:topology;intake_id=FSC-INTAKE-COMPATIBILITY-0100;source_family=cluster_control;compatibility_parser_isolation=own_surface_only,sblr.cluster.report.v3:cluster.metrics.snapshot,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
vitess,diagnostic_surface:vreplication,cluster.metrics.snapshot,source_search_key=project/src/parsers/compatibility/vitess/vitess_dialect.cpp#kDiagnosticSurfaces:vreplication;intake_id=FSC-INTAKE-COMPATIBILITY-0101;source_family=replication_control;compatibility_parser_isolation=own_surface_only,sblr.cluster.report.v3:cluster.metrics.snapshot,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
xtdb,xtdb.cluster.control,cluster.job.start_controlled,source_search_key=project/src/parsers/compatibility/xtdb/xtdb_dialect.cpp#kPatterns:xtdb.cluster.control;intake_id=FSC-INTAKE-COMPATIBILITY-0102;source_family=cluster_topology_or_control;compatibility_parser_isolation=own_surface_only,sblr.cluster.control.v3:cluster.job.start_controlled,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
xtdb,xtdb.node.control,cluster.node.admit_member,source_search_key=project/src/parsers/compatibility/xtdb/xtdb_dialect.cpp#kPatterns:xtdb.node.control;intake_id=FSC-INTAKE-COMPATIBILITY-0103;source_family=cluster_topology_or_control;compatibility_parser_isolation=own_surface_only,sblr.cluster.control.v3:cluster.node.admit_member,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
xtdb,builtin_function_surface:cluster,cluster.job.start_controlled,source_search_key=project/src/parsers/compatibility/xtdb/xtdb_dialect.cpp#kBuiltinSurfaces:cluster;intake_id=FSC-INTAKE-COMPATIBILITY-0104;source_family=cluster_topology_or_control;compatibility_parser_isolation=own_surface_only,sblr.cluster.control.v3:cluster.job.start_controlled,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
yugabytedb,builtin_function_surface:cdc,cluster.metrics.emit_event,source_search_key=project/src/parsers/compatibility/yugabytedb/yugabytedb_dialect.cpp#kBuiltinSurfaces:cdc;intake_id=FSC-INTAKE-COMPATIBILITY-0105;source_family=cluster_topology_or_control;compatibility_parser_isolation=own_surface_only,sblr.cluster.report.v3:cluster.metrics.emit_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
yugabytedb,catalog_overlay_surface:xcluster,cluster.job.start_controlled,source_search_key=project/src/parsers/compatibility/yugabytedb/yugabytedb_dialect.cpp#kCatalogSurfaces:xcluster;intake_id=FSC-INTAKE-COMPATIBILITY-0106;source_family=cluster_topology_or_control;compatibility_parser_isolation=own_surface_only,sblr.cluster.control.v3:cluster.job.start_controlled,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
apache_ignite,udr_management_operation_set,cluster.replication.consume_cluster_event,source_search_key=project/src/udr/sbu_apache_ignite_parser_support/sbu_apache_ignite_parser_support.cpp#kManagementOperations;intake_id=FSC-INTAKE-COMPATIBILITY-0107;source_family=replication_control;compatibility_parser_isolation=own_surface_only,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
cassandra,udr_management_operation_set,cluster.replication.consume_cluster_event,source_search_key=project/src/udr/sbu_cassandra_parser_support/sbu_cassandra_parser_support.cpp#kManagementOperations;intake_id=FSC-INTAKE-COMPATIBILITY-0108;source_family=replication_control;compatibility_parser_isolation=own_surface_only,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
clickhouse,udr_management_operation_set,cluster.replication.consume_cluster_event,source_search_key=project/src/udr/sbu_clickhouse_parser_support/sbu_clickhouse_parser_support.cpp#kManagementOperations;intake_id=FSC-INTAKE-COMPATIBILITY-0109;source_family=replication_control;compatibility_parser_isolation=own_surface_only,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
cockroachdb,udr_management_operation_set,cluster.replication.consume_cluster_event,source_search_key=project/src/udr/sbu_cockroachdb_parser_support/sbu_cockroachdb_parser_support.cpp#kManagementOperations;intake_id=FSC-INTAKE-COMPATIBILITY-0110;source_family=replication_control;compatibility_parser_isolation=own_surface_only,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
dolt,udr_management_operation_set,cluster.replication.consume_cluster_event,source_search_key=project/src/udr/sbu_dolt_parser_support/sbu_dolt_parser_support.cpp#kManagementOperations;intake_id=FSC-INTAKE-COMPATIBILITY-0111;source_family=replication_control;compatibility_parser_isolation=own_surface_only,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
duckdb,udr_management_operation_set,cluster.replication.consume_cluster_event,source_search_key=project/src/udr/sbu_duckdb_parser_support/sbu_duckdb_parser_support.cpp#kManagementOperations;intake_id=FSC-INTAKE-COMPATIBILITY-0112;source_family=replication_control;compatibility_parser_isolation=own_surface_only,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
firebird,udr_management_operation_set,cluster.replication.consume_cluster_event,source_search_key=project/src/udr/sbu_firebird_parser_support/sbu_firebird_parser_support.cpp#kManagementOperations;intake_id=FSC-INTAKE-COMPATIBILITY-0113;source_family=replication_control;compatibility_parser_isolation=own_surface_only,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
foundationdb,udr_management_operation_set,cluster.replication.consume_cluster_event,source_search_key=project/src/udr/sbu_foundationdb_parser_support/sbu_foundationdb_parser_support.cpp#kManagementOperations;intake_id=FSC-INTAKE-COMPATIBILITY-0114;source_family=replication_control;compatibility_parser_isolation=own_surface_only,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
immudb,udr_management_operation_set,cluster.replication.consume_cluster_event,source_search_key=project/src/udr/sbu_immudb_parser_support/sbu_immudb_parser_support.cpp#kManagementOperations;intake_id=FSC-INTAKE-COMPATIBILITY-0115;source_family=replication_control;compatibility_parser_isolation=own_surface_only,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
influxdb,udr_management_operation_set,cluster.replication.consume_cluster_event,source_search_key=project/src/udr/sbu_influxdb_parser_support/sbu_influxdb_parser_support.cpp#kManagementOperations;intake_id=FSC-INTAKE-COMPATIBILITY-0116;source_family=replication_control;compatibility_parser_isolation=own_surface_only,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
mariadb,udr_management_operation_set,cluster.replication.consume_cluster_event,source_search_key=project/src/udr/sbu_mariadb_parser_support/sbu_mariadb_parser_support.cpp#kManagementOperations;intake_id=FSC-INTAKE-COMPATIBILITY-0117;source_family=replication_control;compatibility_parser_isolation=own_surface_only,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
milvus,udr_management_operation_set,cluster.replication.consume_cluster_event,source_search_key=project/src/udr/sbu_milvus_parser_support/sbu_milvus_parser_support.cpp#kManagementOperations;intake_id=FSC-INTAKE-COMPATIBILITY-0118;source_family=replication_control;compatibility_parser_isolation=own_surface_only,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
mongodb,udr_management_operation_set,cluster.replication.consume_cluster_event,source_search_key=project/src/udr/sbu_mongodb_parser_support/sbu_mongodb_parser_support.cpp#kManagementOperations;intake_id=FSC-INTAKE-COMPATIBILITY-0119;source_family=replication_control;compatibility_parser_isolation=own_surface_only,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
mysql,udr_management_operation_set,cluster.replication.consume_cluster_event,source_search_key=project/src/udr/sbu_mysql_parser_support/sbu_mysql_parser_support.cpp#kManagementOperations;intake_id=FSC-INTAKE-COMPATIBILITY-0120;source_family=replication_control;compatibility_parser_isolation=own_surface_only,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
neo4j,udr_management_operation_set,cluster.replication.consume_cluster_event,source_search_key=project/src/udr/sbu_neo4j_parser_support/sbu_neo4j_parser_support.cpp#kManagementOperations;intake_id=FSC-INTAKE-COMPATIBILITY-0121;source_family=replication_control;compatibility_parser_isolation=own_surface_only,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
opensearch,udr_management_operation_set,cluster.replication.consume_cluster_event,source_search_key=project/src/udr/sbu_opensearch_parser_support/sbu_opensearch_parser_support.cpp#kManagementOperations;intake_id=FSC-INTAKE-COMPATIBILITY-0122;source_family=replication_control;compatibility_parser_isolation=own_surface_only,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
opensearch,udr_management_operation_set,cluster.replication.consume_cluster_event,source_search_key=project/src/udr/sbu_opensearch_sql_ppl_parser_support/sbu_opensearch_sql_ppl_parser_support.cpp#kManagementOperations;intake_id=FSC-INTAKE-COMPATIBILITY-0123;source_family=replication_control;compatibility_parser_isolation=own_surface_only,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
postgresql,udr_management_operation_set,cluster.replication.consume_cluster_event,source_search_key=project/src/udr/sbu_postgresql_parser_support/sbu_postgresql_parser_support.cpp#kManagementOperations;intake_id=FSC-INTAKE-COMPATIBILITY-0124;source_family=replication_control;compatibility_parser_isolation=own_surface_only,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
redis,udr_management_operation_set,cluster.replication.consume_cluster_event,source_search_key=project/src/udr/sbu_redis_parser_support/sbu_redis_parser_support.cpp#kManagementOperations;intake_id=FSC-INTAKE-COMPATIBILITY-0125;source_family=replication_control;compatibility_parser_isolation=own_surface_only,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
sqlite,udr_management_operation_set,cluster.replication.consume_cluster_event,source_search_key=project/src/udr/sbu_sqlite_parser_support/sbu_sqlite_parser_support.cpp#kManagementOperations;intake_id=FSC-INTAKE-COMPATIBILITY-0126;source_family=replication_control;compatibility_parser_isolation=own_surface_only,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
tidb,udr_management_operation_set,cluster.replication.consume_cluster_event,source_search_key=project/src/udr/sbu_tidb_parser_support/sbu_tidb_parser_support.cpp#kManagementOperations;intake_id=FSC-INTAKE-COMPATIBILITY-0127;source_family=replication_control;compatibility_parser_isolation=own_surface_only,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
tikv,udr_management_operation_set,cluster.replication.consume_cluster_event,source_search_key=project/src/udr/sbu_tikv_parser_support/sbu_tikv_parser_support.cpp#kManagementOperations;intake_id=FSC-INTAKE-COMPATIBILITY-0128;source_family=replication_control;compatibility_parser_isolation=own_surface_only,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
vitess,udr_management_operation_set,cluster.replication.consume_cluster_event,source_search_key=project/src/udr/sbu_vitess_parser_support/sbu_vitess_parser_support.cpp#kManagementOperations;intake_id=FSC-INTAKE-COMPATIBILITY-0129;source_family=replication_control;compatibility_parser_isolation=own_surface_only,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
xtdb,udr_management_operation_set,cluster.replication.consume_cluster_event,source_search_key=project/src/udr/sbu_xtdb_parser_support/sbu_xtdb_parser_support.cpp#kManagementOperations;intake_id=FSC-INTAKE-COMPATIBILITY-0130;source_family=replication_control;compatibility_parser_isolation=own_surface_only,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
yugabytedb,udr_management_operation_set,cluster.replication.consume_cluster_event,source_search_key=project/src/udr/sbu_yugabytedb_parser_support/sbu_yugabytedb_parser_support.cpp#kManagementOperations;intake_id=FSC-INTAKE-COMPATIBILITY-0131;source_family=replication_control;compatibility_parser_isolation=own_surface_only,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
apache_ignite,reference_surface:cluster_topology_or_control,cluster.job.start_controlled,source_search_key=docs/reference/compatibility-engines/apache_ignite/capability-summary.md#keyword:cluster;intake_id=FSC-INTAKE-COMPATIBILITY-0132;source_family=cluster_topology_or_control;compatibility_parser_isolation=own_surface_only,sblr.cluster.control.v3:cluster.job.start_controlled,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
apache_ignite,reference_surface:partition_distribution,cluster.placement.validate_partition_distribution,source_search_key=docs/reference/compatibility-engines/apache_ignite/capability-summary.md#keyword:partition;intake_id=FSC-INTAKE-COMPATIBILITY-0133;source_family=partition_distribution;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.placement.v1:cluster.placement.validate_partition_distribution,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
apache_ignite,reference_surface:cdc_stream,cluster.metrics.emit_event,source_search_key=docs/reference/compatibility_catalog_seeds/apache_ignite/apache_ignite_beta2_full_seed_manifest.yaml#keyword:cdc;intake_id=FSC-INTAKE-COMPATIBILITY-0134;source_family=cdc_stream;compatibility_parser_isolation=own_surface_only,sblr.cluster.report.v3:cluster.metrics.emit_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
apache_ignite,reference_surface:distributed_execution_or_control,cluster.query.plan_distributed,source_search_key=docs/reference/compatibility_release_acquisition/apache_ignite/2.17.0/release-notes/RELEASE_NOTES_SOURCE.md#keyword:distributed;intake_id=FSC-INTAKE-COMPATIBILITY-0135;source_family=distributed_execution_or_control;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.query.v1:cluster.query.plan_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
apache_ignite,reference_surface:raft_consensus,cluster.tx.validate_finality_proof,source_search_key=docs/reference/compatibility_release_acquisition/apache_ignite/2.17.0/source/README.txt#keyword:raft;intake_id=FSC-INTAKE-COMPATIBILITY-0136;source_family=raft_consensus;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.transaction.v1:cluster.tx.validate_finality_proof,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
apache_ignite,reference_surface:replication_control,cluster.replication.consume_cluster_event,source_search_key=docs/reference/compatibility_release_acquisition/apache_ignite/2.17.0/source/RELEASE_NOTES.txt#keyword:replication;intake_id=FSC-INTAKE-COMPATIBILITY-0137;source_family=replication_control;compatibility_parser_isolation=own_surface_only,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
apache_ignite,reference_surface:range_placement,cluster.placement.assign_tablet_range,source_search_key=docs/reference/compatibility_release_acquisition/apache_ignite/2.17.0/source/RELEASE_NOTES.txt#keyword:range;intake_id=FSC-INTAKE-COMPATIBILITY-0138;source_family=range_placement;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
apache_ignite,reference_surface:placement_policy,cluster.security.validate_policy_version,source_search_key=docs/reference/compatibility_release_acquisition/apache_ignite/2.17.0/source/RELEASE_NOTES.txt#keyword:placement;intake_id=FSC-INTAKE-COMPATIBILITY-0139;source_family=placement_policy;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.security.v1:cluster.security.validate_policy_version,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
apache_ignite,reference_surface:failover_control,cluster.node.admit_member,source_search_key=docs/reference/compatibility_release_acquisition/apache_ignite/2.17.0/source/RELEASE_NOTES.txt#keyword:failover;intake_id=FSC-INTAKE-COMPATIBILITY-0140;source_family=failover_control;compatibility_parser_isolation=own_surface_only,sblr.cluster.control.v3:cluster.node.admit_member,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
apache_ignite,reference_surface:replica_control,cluster.tx.begin_distributed,source_search_key=docs/reference/compatibility_release_acquisition/apache_ignite/2.17.0/source/RELEASE_NOTES.txt#keyword:replica;intake_id=FSC-INTAKE-COMPATIBILITY-0141;source_family=replica_control;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.transaction.v1:cluster.tx.begin_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
apache_ignite,reference_surface:leader_election,cluster.node.set_role,source_search_key=docs/reference/compatibility_release_acquisition/apache_ignite/2.17.0/source/examples/src/main/java/org/apache/ignite/examples/streaming/wordcount/alice-in-wonderland.txt#keyword:leader;intake_id=FSC-INTAKE-COMPATIBILITY-0142;source_family=leader_election;compatibility_parser_isolation=own_surface_only,sblr.cluster.control.v3:cluster.node.set_role,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
cassandra,reference_surface:cluster_topology_or_control,cluster.job.start_controlled,source_search_key=docs/reference/compatibility_catalog_seeds/cassandra/cassandra_5_beta2_full_seed_manifest.yaml#keyword:cluster;intake_id=FSC-INTAKE-COMPATIBILITY-0143;source_family=cluster_topology_or_control;compatibility_parser_isolation=own_surface_only,sblr.cluster.control.v3:cluster.job.start_controlled,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
cassandra,reference_surface:replication_control,cluster.replication.consume_cluster_event,source_search_key=docs/reference/compatibility_catalog_seeds/cassandra/cassandra_5_beta2_full_seed_manifest.yaml#keyword:replication;intake_id=FSC-INTAKE-COMPATIBILITY-0144;source_family=replication_control;compatibility_parser_isolation=own_surface_only,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
cassandra,reference_surface:cdc_stream,cluster.metrics.emit_event,source_search_key=docs/reference/compatibility_catalog_seeds/cassandra/cassandra_5_beta2_full_seed_manifest.yaml#keyword:cdc;intake_id=FSC-INTAKE-COMPATIBILITY-0145;source_family=cdc_stream;compatibility_parser_isolation=own_surface_only,sblr.cluster.report.v3:cluster.metrics.emit_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
cassandra,reference_surface:placement_policy,cluster.security.validate_policy_version,source_search_key=docs/reference/compatibility_catalog_seeds/cassandra/cassandra_5_beta2_full_seed_manifest.yaml#keyword:placement;intake_id=FSC-INTAKE-COMPATIBILITY-0146;source_family=placement_policy;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.security.v1:cluster.security.validate_policy_version,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
cassandra,reference_surface:replica_control,cluster.tx.begin_distributed,source_search_key=docs/reference/compatibility_catalog_seeds/cassandra/cassandra_5_beta2_full_seed_manifest.yaml#keyword:replica;intake_id=FSC-INTAKE-COMPATIBILITY-0147;source_family=replica_control;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.transaction.v1:cluster.tx.begin_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
cassandra,reference_surface:distributed_execution_or_control,cluster.query.plan_distributed,source_search_key=docs/reference/compatibility_release_acquisition/cassandra/5.0.8/license/LICENSE_SOURCE.txt#keyword:distributed;intake_id=FSC-INTAKE-COMPATIBILITY-0148;source_family=distributed_execution_or_control;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.query.v1:cluster.query.plan_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
cassandra,reference_surface:shard_placement,cluster.placement.assign_tablet_range,source_search_key=docs/reference/compatibility_release_acquisition/cassandra/5.0.8/release-notes/RELEASE_NOTES_SOURCE.txt#keyword:shard;intake_id=FSC-INTAKE-COMPATIBILITY-0149;source_family=shard_placement;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
cassandra,reference_surface:range_placement,cluster.placement.assign_tablet_range,source_search_key=docs/reference/compatibility_release_acquisition/cassandra/5.0.8/release-notes/RELEASE_NOTES_SOURCE.txt#keyword:range;intake_id=FSC-INTAKE-COMPATIBILITY-0150;source_family=range_placement;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
cassandra,reference_surface:tablet_placement,cluster.placement.assign_tablet_range,source_search_key=docs/reference/compatibility_release_acquisition/cassandra/5.0.8/release-notes/RELEASE_NOTES_SOURCE.txt#keyword:tablet;intake_id=FSC-INTAKE-COMPATIBILITY-0151;source_family=tablet_placement;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
