refusal_id,declared_row_id,declared_row_ordinal,compatibility,parser_package,refusal_surface,classification,source_search_key,anchor_family,old_reason,implementation_route,final_reason,message_vector,diagnostic_code,runtime_disposition,final_sblr,provider_policy,parser_authority_policy,compatibility_authority_policy,mga_authority_policy,sample_input_or_source_anchor,test_destination,proof_kind,status,notes
FPR-P4-REFUSAL-00174,FPR-P3-DECLARED-01338,1338,opensearch_sql_ppl,project/src/parsers/compatibility/opensearch_sql_ppl,builtin_function_surface:security,EXTERNAL_AUTHORITY,project/src/parsers/compatibility/opensearch_sql_ppl/opensearch_sql_ppl_dialect.cpp#kBuiltinSurfaces:security,kBuiltinSurfaces,catalog_projection;surface=DATASOURCES;CONNECTORS,catalog_projection;surface=DATASOURCES;CONNECTORS,external_files_connectors_tools_or_provider_authority_require_trusted_engine_operator_boundary_fail_closed,DATASOURCES;CONNECTORS,DATASOURCES,fail_closed_external_authority,sblr.external.opensearch.builtin_function_surface_security.fbfe361b4b,no_local_or_provider_execution_without_trusted_engine_admission,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,project/src/parsers/compatibility/opensearch_sql_ppl/opensearch_sql_ppl_dialect.cpp#kBuiltinSurfaces:security,project/tests/compatibility_sql_parser_first_tranche/parser_refusal_reduction_gate.py,source_anchor_message_vector,p4_refusal_reduction_verified,row_preserves_compatibility_compatible_refusal_or_external_authority_fail_closed_boundary_with_runtime_or_source_anchor_proof
FPR-P4-REFUSAL-00175,FPR-P3-DECLARED-01349,1349,opensearch_sql_ppl,project/src/parsers/compatibility/opensearch_sql_ppl,diagnostic_surface:policy,ARCHITECTURE_REFUSAL,project/src/parsers/compatibility/opensearch_sql_ppl/opensearch_sql_ppl_dialect.cpp#kDiagnosticSurfaces:policy,kDiagnosticSurfaces,fail_closed;surface=OPENSEARCH_SQL_PPL.AUTHORITY.*,fail_closed;surface=OPENSEARCH_SQL_PPL.AUTHORITY.*,compatibility_surface_conflicts_with_parser_or_single_node_engine_authority_exact_fail_closed,OPENSEARCH_SQL_PPL.AUTHORITY.*,OPENSEARCH_SQL_PPL.AUTHORITY.*,exact_fail_closed_refusal,sblr.refusal.opensearch.diagnostic_surface_policy.5c6328d16e,no_provider_or_compatibility_execution_for_exact_refusal,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,project/src/parsers/compatibility/opensearch_sql_ppl/opensearch_sql_ppl_dialect.cpp#kDiagnosticSurfaces:policy,project/tests/compatibility_sql_parser_first_tranche/parser_refusal_reduction_gate.py,source_anchor_message_vector,p4_refusal_reduction_verified,row_preserves_compatibility_compatible_refusal_or_external_authority_fail_closed_boundary_with_runtime_or_source_anchor_proof
FPR-P4-REFUSAL-00176,FPR-P3-DECLARED-01358,1358,opensearch_sql_ppl,project/src/parsers/compatibility/opensearch_sql_ppl,source_marker:unsupported,ARCHITECTURE_REFUSAL,project/src/parsers/compatibility/opensearch_sql_ppl/opensearch_sql_ppl_dialect.cpp#marker:unsupported,marker,source_marker_requires_review,source_marker_requires_review,compatibility_surface_conflicts_with_parser_or_single_node_engine_authority_exact_fail_closed,OPENSEARCH_SQL_PPL.PARSE.UNSUPPORTED_SURFACE,OPENSEARCH_SQL_PPL.PARSE.UNSUPPORTED_SURFACE,exact_fail_closed_refusal,sblr.refusal.opensearch.source_marker_unsupported.47be275795,no_provider_or_compatibility_execution_for_exact_refusal,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,project/src/parsers/compatibility/opensearch_sql_ppl/opensearch_sql_ppl_dialect.cpp#marker:unsupported,project/tests/compatibility_sql_parser_first_tranche/parser_refusal_reduction_gate.py,source_anchor_message_vector,p4_refusal_reduction_verified,row_preserves_compatibility_compatible_refusal_or_external_authority_fail_closed_boundary_with_runtime_or_source_anchor_proof
FPR-P4-REFUSAL-00177,FPR-P3-DECLARED-01359,1359,postgresql,project/src/parsers/compatibility/postgresql,postgresql.bulk_io.copy_program,EXTERNAL_AUTHORITY,project/src/parsers/compatibility/postgresql/postgresql_dialect.cpp#kPatterns:postgresql.bulk_io.copy_program,kPatterns,kPolicyRefusal;match=COPY|| PROGRAM ;mapping=postgresql.policy.copy_program;sblr=none;engine_api=none;diagnostic=POSTGRESQL.AUTHORITY.PROGRAM_DENIED,kPolicyRefusal;match=COPY|| PROGRAM ;mapping=postgresql.policy.copy_program;sblr=none;engine_api=none;diagnostic=POSTGRESQL.AUTHORITY.PROGRAM_DENIED,external_files_connectors_tools_or_provider_authority_require_trusted_engine_operator_boundary_fail_closed,POSTGRESQL.AUTHORITY.PROGRAM_DENIED,POSTGRESQL.AUTHORITY.PROGRAM_DENIED,fail_closed_external_authority,sblr.external.postgresql.postgresql_bulk_io_copy_program.26988bd415,no_local_or_provider_execution_without_trusted_engine_admission,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,COPY t PROGRAM x,project/tests/compatibility_sql_parser_first_tranche/parser_refusal_reduction_gate.py,runtime_parser_refusal,p4_refusal_reduction_verified,row_preserves_compatibility_compatible_refusal_or_external_authority_fail_closed_boundary_with_runtime_or_source_anchor_proof
FPR-P4-REFUSAL-00178,FPR-P3-DECLARED-01360,1360,postgresql,project/src/parsers/compatibility/postgresql,postgresql.bulk_io.copy_to_file,EXTERNAL_AUTHORITY,project/src/parsers/compatibility/postgresql/postgresql_dialect.cpp#kPatterns:postgresql.bulk_io.copy_to_file,kPatterns,kPolicyRefusal;match=COPY|| TO ';mapping=postgresql.policy.copy_to_file;sblr=none;engine_api=none;diagnostic=POSTGRESQL.AUTHORITY.FILE_IO_DENIED,kPolicyRefusal;match=COPY|| TO ';mapping=postgresql.policy.copy_to_file;sblr=none;engine_api=none;diagnostic=POSTGRESQL.AUTHORITY.FILE_IO_DENIED,external_files_connectors_tools_or_provider_authority_require_trusted_engine_operator_boundary_fail_closed,POSTGRESQL.AUTHORITY.FILE_IO_DENIED,POSTGRESQL.AUTHORITY.FILE_IO_DENIED,fail_closed_external_authority,sblr.external.postgresql.postgresql_bulk_io_copy_to_file.83849f8654,no_local_or_provider_execution_without_trusted_engine_admission,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,COPY t TO 'x.csv',project/tests/compatibility_sql_parser_first_tranche/parser_refusal_reduction_gate.py,runtime_parser_refusal,p4_refusal_reduction_verified,row_preserves_compatibility_compatible_refusal_or_external_authority_fail_closed_boundary_with_runtime_or_source_anchor_proof
FPR-P4-REFUSAL-00179,FPR-P3-DECLARED-01361,1361,postgresql,project/src/parsers/compatibility/postgresql,postgresql.bulk_io.copy_to_file,EXTERNAL_AUTHORITY,project/src/parsers/compatibility/postgresql/postgresql_dialect.cpp#kPatterns:postgresql.bulk_io.copy_to_file,kPatterns,kPolicyRefusal;match=COPY|| TO :';mapping=postgresql.policy.copy_to_file;sblr=none;engine_api=none;diagnostic=POSTGRESQL.AUTHORITY.FILE_IO_DENIED,kPolicyRefusal;match=COPY|| TO :';mapping=postgresql.policy.copy_to_file;sblr=none;engine_api=none;diagnostic=POSTGRESQL.AUTHORITY.FILE_IO_DENIED,external_files_connectors_tools_or_provider_authority_require_trusted_engine_operator_boundary_fail_closed,POSTGRESQL.AUTHORITY.FILE_IO_DENIED,POSTGRESQL.AUTHORITY.FILE_IO_DENIED,fail_closed_external_authority,sblr.external.postgresql.postgresql_bulk_io_copy_to_file.83849f8654,no_local_or_provider_execution_without_trusted_engine_admission,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,COPY t TO :'x.csv',project/tests/compatibility_sql_parser_first_tranche/parser_refusal_reduction_gate.py,runtime_parser_refusal,p4_refusal_reduction_verified,row_preserves_compatibility_compatible_refusal_or_external_authority_fail_closed_boundary_with_runtime_or_source_anchor_proof
FPR-P4-REFUSAL-00180,FPR-P3-DECLARED-01362,1362,postgresql,project/src/parsers/compatibility/postgresql,postgresql.bulk_io.copy_from_file,EXTERNAL_AUTHORITY,project/src/parsers/compatibility/postgresql/postgresql_dialect.cpp#kPatterns:postgresql.bulk_io.copy_from_file,kPatterns,kPolicyRefusal;match=COPY|| FROM ';mapping=postgresql.policy.copy_from_file;sblr=none;engine_api=none;diagnostic=POSTGRESQL.AUTHORITY.FILE_IO_DENIED,kPolicyRefusal;match=COPY|| FROM ';mapping=postgresql.policy.copy_from_file;sblr=none;engine_api=none;diagnostic=POSTGRESQL.AUTHORITY.FILE_IO_DENIED,external_files_connectors_tools_or_provider_authority_require_trusted_engine_operator_boundary_fail_closed,POSTGRESQL.AUTHORITY.FILE_IO_DENIED,POSTGRESQL.AUTHORITY.FILE_IO_DENIED,fail_closed_external_authority,sblr.external.postgresql.postgresql_bulk_io_copy_from_file.2882becce5,no_local_or_provider_execution_without_trusted_engine_admission,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,COPY t FROM 'x.csv',project/tests/compatibility_sql_parser_first_tranche/parser_refusal_reduction_gate.py,runtime_parser_refusal,p4_refusal_reduction_verified,row_preserves_compatibility_compatible_refusal_or_external_authority_fail_closed_boundary_with_runtime_or_source_anchor_proof
FPR-P4-REFUSAL-00181,FPR-P3-DECLARED-01363,1363,postgresql,project/src/parsers/compatibility/postgresql,postgresql.bulk_io.copy_from_file,EXTERNAL_AUTHORITY,project/src/parsers/compatibility/postgresql/postgresql_dialect.cpp#kPatterns:postgresql.bulk_io.copy_from_file,kPatterns,kPolicyRefusal;match=COPY|| FROM :';mapping=postgresql.policy.copy_from_file;sblr=none;engine_api=none;diagnostic=POSTGRESQL.AUTHORITY.FILE_IO_DENIED,kPolicyRefusal;match=COPY|| FROM :';mapping=postgresql.policy.copy_from_file;sblr=none;engine_api=none;diagnostic=POSTGRESQL.AUTHORITY.FILE_IO_DENIED,external_files_connectors_tools_or_provider_authority_require_trusted_engine_operator_boundary_fail_closed,POSTGRESQL.AUTHORITY.FILE_IO_DENIED,POSTGRESQL.AUTHORITY.FILE_IO_DENIED,fail_closed_external_authority,sblr.external.postgresql.postgresql_bulk_io_copy_from_file.2882becce5,no_local_or_provider_execution_without_trusted_engine_admission,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,COPY t FROM :'x.csv',project/tests/compatibility_sql_parser_first_tranche/parser_refusal_reduction_gate.py,runtime_parser_refusal,p4_refusal_reduction_verified,row_preserves_compatibility_compatible_refusal_or_external_authority_fail_closed_boundary_with_runtime_or_source_anchor_proof
FPR-P4-REFUSAL-00182,FPR-P3-DECLARED-01365,1365,postgresql,project/src/parsers/compatibility/postgresql,postgresql.large_object.lo_import,EXTERNAL_AUTHORITY,project/src/parsers/compatibility/postgresql/postgresql_dialect.cpp#kPatterns:postgresql.large_object.lo_import,kPatterns,kPolicyRefusal;match=LO_IMPORT;mapping=postgresql.policy.large_object.import;sblr=none;engine_api=none;diagnostic=POSTGRESQL.AUTHORITY.FILE_IO_DENIED,kPolicyRefusal;match=LO_IMPORT;mapping=postgresql.policy.large_object.import;sblr=none;engine_api=none;diagnostic=POSTGRESQL.AUTHORITY.FILE_IO_DENIED,external_files_connectors_tools_or_provider_authority_require_trusted_engine_operator_boundary_fail_closed,POSTGRESQL.AUTHORITY.FILE_IO_DENIED,POSTGRESQL.AUTHORITY.FILE_IO_DENIED,fail_closed_external_authority,sblr.external.postgresql.postgresql_large_object_lo_import.6fa15f720b,no_local_or_provider_execution_without_trusted_engine_admission,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,SELECT LO_IMPORT('/tmp/x'),project/tests/compatibility_sql_parser_first_tranche/parser_refusal_reduction_gate.py,runtime_parser_refusal,p4_refusal_reduction_verified,row_preserves_compatibility_compatible_refusal_or_external_authority_fail_closed_boundary_with_runtime_or_source_anchor_proof
FPR-P4-REFUSAL-00183,FPR-P3-DECLARED-01366,1366,postgresql,project/src/parsers/compatibility/postgresql,postgresql.large_object.lo_export,EXTERNAL_AUTHORITY,project/src/parsers/compatibility/postgresql/postgresql_dialect.cpp#kPatterns:postgresql.large_object.lo_export,kPatterns,kPolicyRefusal;match=LO_EXPORT;mapping=postgresql.policy.large_object.export;sblr=none;engine_api=none;diagnostic=POSTGRESQL.AUTHORITY.FILE_IO_DENIED,kPolicyRefusal;match=LO_EXPORT;mapping=postgresql.policy.large_object.export;sblr=none;engine_api=none;diagnostic=POSTGRESQL.AUTHORITY.FILE_IO_DENIED,external_files_connectors_tools_or_provider_authority_require_trusted_engine_operator_boundary_fail_closed,POSTGRESQL.AUTHORITY.FILE_IO_DENIED,POSTGRESQL.AUTHORITY.FILE_IO_DENIED,fail_closed_external_authority,sblr.external.postgresql.postgresql_large_object_lo_export.b76ca5c1c8,no_local_or_provider_execution_without_trusted_engine_admission,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,"SELECT LO_EXPORT(1, '/tmp/x')",project/tests/compatibility_sql_parser_first_tranche/parser_refusal_reduction_gate.py,runtime_parser_refusal,p4_refusal_reduction_verified,row_preserves_compatibility_compatible_refusal_or_external_authority_fail_closed_boundary_with_runtime_or_source_anchor_proof
FPR-P4-REFUSAL-00184,FPR-P3-DECLARED-01371,1371,postgresql,project/src/parsers/compatibility/postgresql,postgresql.connector.fdw.create,EXTERNAL_AUTHORITY,project/src/parsers/compatibility/postgresql/postgresql_dialect.cpp#kPatterns:postgresql.connector.fdw.create,kPatterns,kParserSupportUdr;match=CREATE FOREIGN DATA WRAPPER;mapping=postgresql.udr.connector.fdw.create;sblr=SBLR_COMPAT_POSTGRESQL_CONNECTOR_ROUTE;engine_api=ParserSupportConnectorRoute;diagnostic=POSTGRESQL.EMULATION.CONNECTOR_ROUTE,kParserSupportUdr;match=CREATE FOREIGN DATA WRAPPER;mapping=postgresql.udr.connector.fdw.create;sblr=SBLR_COMPAT_POSTGRESQL_CONNECTOR_ROUTE;engine_api=ParserSupportConnectorRoute;diagnostic=POSTGRESQL.EMULATION.CONNECTOR_ROUTE,external_files_connectors_tools_or_provider_authority_require_trusted_engine_operator_boundary_fail_closed,POSTGRESQL.EMULATION.CONNECTOR_ROUTE,POSTGRESQL.EMULATION.CONNECTOR_ROUTE,fail_closed_external_authority,sblr.external.postgresql.postgresql_connector_fdw_create.bd47deac52,no_local_or_provider_execution_without_trusted_engine_admission,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,CREATE FOREIGN DATA WRAPPER,project/tests/compatibility_sql_parser_first_tranche/parser_refusal_reduction_gate.py,runtime_parser_refusal,p4_refusal_reduction_verified,row_preserves_compatibility_compatible_refusal_or_external_authority_fail_closed_boundary_with_runtime_or_source_anchor_proof
FPR-P4-REFUSAL-00185,FPR-P3-DECLARED-01372,1372,postgresql,project/src/parsers/compatibility/postgresql,postgresql.connector.server.create,EXTERNAL_AUTHORITY,project/src/parsers/compatibility/postgresql/postgresql_dialect.cpp#kPatterns:postgresql.connector.server.create,kPatterns,kParserSupportUdr;match=CREATE SERVER;mapping=postgresql.udr.connector.server.create;sblr=SBLR_COMPAT_POSTGRESQL_CONNECTOR_ROUTE;engine_api=ParserSupportConnectorRoute;diagnostic=POSTGRESQL.EMULATION.CONNECTOR_ROUTE,kParserSupportUdr;match=CREATE SERVER;mapping=postgresql.udr.connector.server.create;sblr=SBLR_COMPAT_POSTGRESQL_CONNECTOR_ROUTE;engine_api=ParserSupportConnectorRoute;diagnostic=POSTGRESQL.EMULATION.CONNECTOR_ROUTE,external_files_connectors_tools_or_provider_authority_require_trusted_engine_operator_boundary_fail_closed,POSTGRESQL.EMULATION.CONNECTOR_ROUTE,POSTGRESQL.EMULATION.CONNECTOR_ROUTE,fail_closed_external_authority,sblr.external.postgresql.postgresql_connector_server_create.cbce0112d1,no_local_or_provider_execution_without_trusted_engine_admission,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,CREATE SERVER,project/tests/compatibility_sql_parser_first_tranche/parser_refusal_reduction_gate.py,runtime_parser_refusal,p4_refusal_reduction_verified,row_preserves_compatibility_compatible_refusal_or_external_authority_fail_closed_boundary_with_runtime_or_source_anchor_proof
FPR-P4-REFUSAL-00186,FPR-P3-DECLARED-01373,1373,postgresql,project/src/parsers/compatibility/postgresql,postgresql.connector.user_mapping.create,EXTERNAL_AUTHORITY,project/src/parsers/compatibility/postgresql/postgresql_dialect.cpp#kPatterns:postgresql.connector.user_mapping.create,kPatterns,kParserSupportUdr;match=CREATE USER MAPPING;mapping=postgresql.udr.connector.user_mapping.create;sblr=SBLR_COMPAT_POSTGRESQL_CONNECTOR_ROUTE;engine_api=ParserSupportConnectorRoute;diagnostic=POSTGRESQL.EMULATION.CONNECTOR_ROUTE,kParserSupportUdr;match=CREATE USER MAPPING;mapping=postgresql.udr.connector.user_mapping.create;sblr=SBLR_COMPAT_POSTGRESQL_CONNECTOR_ROUTE;engine_api=ParserSupportConnectorRoute;diagnostic=POSTGRESQL.EMULATION.CONNECTOR_ROUTE,external_files_connectors_tools_or_provider_authority_require_trusted_engine_operator_boundary_fail_closed,POSTGRESQL.EMULATION.CONNECTOR_ROUTE,POSTGRESQL.EMULATION.CONNECTOR_ROUTE,fail_closed_external_authority,sblr.external.postgresql.postgresql_connector_user_mapping_create.4afa25c785,no_local_or_provider_execution_without_trusted_engine_admission,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,CREATE USER MAPPING,project/tests/compatibility_sql_parser_first_tranche/parser_refusal_reduction_gate.py,runtime_parser_refusal,p4_refusal_reduction_verified,row_preserves_compatibility_compatible_refusal_or_external_authority_fail_closed_boundary_with_runtime_or_source_anchor_proof
FPR-P4-REFUSAL-00187,FPR-P3-DECLARED-01374,1374,postgresql,project/src/parsers/compatibility/postgresql,postgresql.connector.import_foreign_schema,EXTERNAL_AUTHORITY,project/src/parsers/compatibility/postgresql/postgresql_dialect.cpp#kPatterns:postgresql.connector.import_foreign_schema,kPatterns,kParserSupportUdr;match=IMPORT FOREIGN SCHEMA;mapping=postgresql.udr.connector.import_foreign_schema;sblr=SBLR_COMPAT_POSTGRESQL_CONNECTOR_ROUTE;engine_api=ParserSupportConnectorRoute;diagnostic=POSTGRESQL.EMULATION.CONNECTOR_ROUTE,kParserSupportUdr;match=IMPORT FOREIGN SCHEMA;mapping=postgresql.udr.connector.import_foreign_schema;sblr=SBLR_COMPAT_POSTGRESQL_CONNECTOR_ROUTE;engine_api=ParserSupportConnectorRoute;diagnostic=POSTGRESQL.EMULATION.CONNECTOR_ROUTE,external_files_connectors_tools_or_provider_authority_require_trusted_engine_operator_boundary_fail_closed,POSTGRESQL.EMULATION.CONNECTOR_ROUTE,POSTGRESQL.EMULATION.CONNECTOR_ROUTE,fail_closed_external_authority,sblr.external.postgresql.postgresql_connector_import_foreign_schema.433d4b8998,no_local_or_provider_execution_without_trusted_engine_admission,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,IMPORT FOREIGN SCHEMA,project/tests/compatibility_sql_parser_first_tranche/parser_refusal_reduction_gate.py,runtime_parser_refusal,p4_refusal_reduction_verified,row_preserves_compatibility_compatible_refusal_or_external_authority_fail_closed_boundary_with_runtime_or_source_anchor_proof
FPR-P4-REFUSAL-00188,FPR-P3-DECLARED-01375,1375,postgresql,project/src/parsers/compatibility/postgresql,postgresql.connector.foreign_table.create,EXTERNAL_AUTHORITY,project/src/parsers/compatibility/postgresql/postgresql_dialect.cpp#kPatterns:postgresql.connector.foreign_table.create,kPatterns,kParserSupportUdr;match=CREATE FOREIGN TABLE;mapping=postgresql.udr.connector.foreign_table.create;sblr=SBLR_COMPAT_POSTGRESQL_CONNECTOR_ROUTE;engine_api=ParserSupportConnectorRoute;diagnostic=POSTGRESQL.EMULATION.CONNECTOR_ROUTE,kParserSupportUdr;match=CREATE FOREIGN TABLE;mapping=postgresql.udr.connector.foreign_table.create;sblr=SBLR_COMPAT_POSTGRESQL_CONNECTOR_ROUTE;engine_api=ParserSupportConnectorRoute;diagnostic=POSTGRESQL.EMULATION.CONNECTOR_ROUTE,external_files_connectors_tools_or_provider_authority_require_trusted_engine_operator_boundary_fail_closed,POSTGRESQL.EMULATION.CONNECTOR_ROUTE,POSTGRESQL.EMULATION.CONNECTOR_ROUTE,fail_closed_external_authority,sblr.external.postgresql.postgresql_connector_foreign_table_create.710712b82d,no_local_or_provider_execution_without_trusted_engine_admission,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,CREATE FOREIGN TABLE,project/tests/compatibility_sql_parser_first_tranche/parser_refusal_reduction_gate.py,runtime_parser_refusal,p4_refusal_reduction_verified,row_preserves_compatibility_compatible_refusal_or_external_authority_fail_closed_boundary_with_runtime_or_source_anchor_proof
FPR-P4-REFUSAL-00189,FPR-P3-DECLARED-01380,1380,postgresql,project/src/parsers/compatibility/postgresql,postgresql.storage.tablespace.create,ARCHITECTURE_REFUSAL,project/src/parsers/compatibility/postgresql/postgresql_dialect.cpp#kPatterns:postgresql.storage.tablespace.create,kPatterns,kPolicyRefusal;match=CREATE TABLESPACE;mapping=postgresql.policy.tablespace.create;sblr=none;engine_api=none;diagnostic=POSTGRESQL.AUTHORITY.TABLESPACE_DENIED,kPolicyRefusal;match=CREATE TABLESPACE;mapping=postgresql.policy.tablespace.create;sblr=none;engine_api=none;diagnostic=POSTGRESQL.AUTHORITY.TABLESPACE_DENIED,compatibility_surface_conflicts_with_parser_or_single_node_engine_authority_exact_fail_closed,POSTGRESQL.AUTHORITY.TABLESPACE_DENIED,POSTGRESQL.AUTHORITY.TABLESPACE_DENIED,exact_fail_closed_refusal,sblr.refusal.postgresql.postgresql_storage_tablespace_create.adc5411365,no_provider_or_compatibility_execution_for_exact_refusal,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,CREATE TABLESPACE,project/tests/compatibility_sql_parser_first_tranche/parser_refusal_reduction_gate.py,runtime_parser_refusal,p4_refusal_reduction_verified,row_preserves_compatibility_compatible_refusal_or_external_authority_fail_closed_boundary_with_runtime_or_source_anchor_proof
FPR-P4-REFUSAL-00190,FPR-P3-DECLARED-01381,1381,postgresql,project/src/parsers/compatibility/postgresql,postgresql.storage.tablespace.alter,ARCHITECTURE_REFUSAL,project/src/parsers/compatibility/postgresql/postgresql_dialect.cpp#kPatterns:postgresql.storage.tablespace.alter,kPatterns,kPolicyRefusal;match=ALTER TABLESPACE;mapping=postgresql.policy.tablespace.alter;sblr=none;engine_api=none;diagnostic=POSTGRESQL.AUTHORITY.TABLESPACE_DENIED,kPolicyRefusal;match=ALTER TABLESPACE;mapping=postgresql.policy.tablespace.alter;sblr=none;engine_api=none;diagnostic=POSTGRESQL.AUTHORITY.TABLESPACE_DENIED,compatibility_surface_conflicts_with_parser_or_single_node_engine_authority_exact_fail_closed,POSTGRESQL.AUTHORITY.TABLESPACE_DENIED,POSTGRESQL.AUTHORITY.TABLESPACE_DENIED,exact_fail_closed_refusal,sblr.refusal.postgresql.postgresql_storage_tablespace_alter.cd9f18018a,no_provider_or_compatibility_execution_for_exact_refusal,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,ALTER TABLESPACE,project/tests/compatibility_sql_parser_first_tranche/parser_refusal_reduction_gate.py,runtime_parser_refusal,p4_refusal_reduction_verified,row_preserves_compatibility_compatible_refusal_or_external_authority_fail_closed_boundary_with_runtime_or_source_anchor_proof
