declared_row_id,declared_row_ordinal,parser_package,declared_surface,classification,source_search_key,current_route,final_route,final_sblr,runtime_disposition,runtime_evidence_policy,refusal_policy,parser_authority_policy,compatibility_authority_policy,mga_authority_policy,source_guard,joined_remap_id,proof_gate,status,notes
FPR-P3-DECLARED-00444,444,project/src/parsers/compatibility/duckdb,duckdb.transaction.savepoint,PARSER_REMAP_ONLY,project/src/parsers/compatibility/duckdb/duckdb_dialect.cpp#kPatterns:duckdb.transaction.savepoint,kAdmittedSblr;match=SAVEPOINT;mapping=duckdb.transaction.savepoint;sblr=SBLR_TRANSACTION_SAVEPOINT;engine_api=EngineSavepoint;diagnostic=none,mapped_to_parser_remap_sblr_execution_proof,sblr.noncluster.compatibility_specific_noncluster_control.duckdb.duckdb_transaction_savepoint.6ff73e65e7,admitted_sblr_or_parser_support_route,SBLRExecutionEnvelope.v3_with_CST_AST_BoundAST_evidence,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,declared_source_anchor_verified,FPR-P1-NONCLUSTER-00303,parser_remap_noncluster_function_gate,p3_noncluster_declared_route_joined_to_fpr_p1,non-cluster declared row joins FPR-P1 SBLR proof;parser emits SBLR only and engine owns execution/finality
FPR-P3-DECLARED-00445,445,project/src/parsers/compatibility/duckdb,duckdb.transaction.release_savepoint,PARSER_REMAP_ONLY,project/src/parsers/compatibility/duckdb/duckdb_dialect.cpp#kPatterns:duckdb.transaction.release_savepoint,kAdmittedSblr;match=RELEASE SAVEPOINT;mapping=duckdb.transaction.release_savepoint;sblr=SBLR_TRANSACTION_RELEASE_SAVEPOINT;engine_api=EngineReleaseSavepoint;diagnostic=none,mapped_to_parser_remap_sblr_execution_proof,sblr.noncluster.compatibility_specific_noncluster_control.duckdb.duckdb_transaction_release_savepoint.c886f20900,admitted_sblr_or_parser_support_route,SBLRExecutionEnvelope.v3_with_CST_AST_BoundAST_evidence,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,declared_source_anchor_verified,FPR-P1-NONCLUSTER-00304,parser_remap_noncluster_function_gate,p3_noncluster_declared_route_joined_to_fpr_p1,non-cluster declared row joins FPR-P1 SBLR proof;parser emits SBLR only and engine owns execution/finality
FPR-P3-DECLARED-00446,446,project/src/parsers/compatibility/duckdb,duckdb.session.set,PARSER_REMAP_ONLY,project/src/parsers/compatibility/duckdb/duckdb_dialect.cpp#kPatterns:duckdb.session.set,kAdmittedSblr;match=SET;mapping=duckdb.session.set;sblr=SBLR_COMPAT_DUCKDB_SET;engine_api=EngineSessionSet;diagnostic=none,mapped_to_parser_remap_sblr_execution_proof,sblr.noncluster.compatibility_specific_noncluster_control.duckdb.duckdb_session_set.aac26b58ba,admitted_sblr_or_parser_support_route,SBLRExecutionEnvelope.v3_with_CST_AST_BoundAST_evidence,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,declared_source_anchor_verified,FPR-P1-NONCLUSTER-00305,parser_remap_noncluster_function_gate,p3_noncluster_declared_route_joined_to_fpr_p1,non-cluster declared row joins FPR-P1 SBLR proof;parser emits SBLR only and engine owns execution/finality
FPR-P3-DECLARED-00447,447,project/src/parsers/compatibility/duckdb,duckdb.session.reset,PARSER_REMAP_ONLY,project/src/parsers/compatibility/duckdb/duckdb_dialect.cpp#kPatterns:duckdb.session.reset,kAdmittedSblr;match=RESET;mapping=duckdb.session.reset;sblr=SBLR_COMPAT_DUCKDB_RESET;engine_api=EngineSessionReset;diagnostic=none,mapped_to_parser_remap_sblr_execution_proof,sblr.noncluster.compatibility_specific_noncluster_control.duckdb.duckdb_session_reset.eca74231ce,admitted_sblr_or_parser_support_route,SBLRExecutionEnvelope.v3_with_CST_AST_BoundAST_evidence,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,declared_source_anchor_verified,FPR-P1-NONCLUSTER-00306,parser_remap_noncluster_function_gate,p3_noncluster_declared_route_joined_to_fpr_p1,non-cluster declared row joins FPR-P1 SBLR proof;parser emits SBLR only and engine owns execution/finality
FPR-P3-DECLARED-00448,448,project/src/parsers/compatibility/duckdb,duckdb.ddl.create,PARSER_REMAP_ONLY,project/src/parsers/compatibility/duckdb/duckdb_dialect.cpp#kPatterns:duckdb.ddl.create,kAdmittedSblr;match=CREATE;mapping=duckdb.ddl.create;sblr=SBLR_COMPAT_DUCKDB_DDL_CREATE;engine_api=EngineDdlCreate;diagnostic=none,mapped_to_parser_remap_sblr_execution_proof,sblr.noncluster.compatibility_specific_noncluster_control.duckdb.duckdb_ddl_create.2cd16df21a,admitted_sblr_or_parser_support_route,SBLRExecutionEnvelope.v3_with_CST_AST_BoundAST_evidence,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,declared_source_anchor_verified,FPR-P1-NONCLUSTER-00307,parser_remap_noncluster_function_gate,p3_noncluster_declared_route_joined_to_fpr_p1,non-cluster declared row joins FPR-P1 SBLR proof;parser emits SBLR only and engine owns execution/finality
FPR-P3-DECLARED-00449,449,project/src/parsers/compatibility/duckdb,duckdb.ddl.alter,PARSER_REMAP_ONLY,project/src/parsers/compatibility/duckdb/duckdb_dialect.cpp#kPatterns:duckdb.ddl.alter,kAdmittedSblr;match=ALTER;mapping=duckdb.ddl.alter;sblr=SBLR_COMPAT_DUCKDB_DDL_ALTER;engine_api=EngineDdlAlter;diagnostic=none,mapped_to_parser_remap_sblr_execution_proof,sblr.noncluster.compatibility_specific_noncluster_control.duckdb.duckdb_ddl_alter.3cc0742f8e,admitted_sblr_or_parser_support_route,SBLRExecutionEnvelope.v3_with_CST_AST_BoundAST_evidence,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,declared_source_anchor_verified,FPR-P1-NONCLUSTER-00308,parser_remap_noncluster_function_gate,p3_noncluster_declared_route_joined_to_fpr_p1,non-cluster declared row joins FPR-P1 SBLR proof;parser emits SBLR only and engine owns execution/finality
FPR-P3-DECLARED-00450,450,project/src/parsers/compatibility/duckdb,duckdb.ddl.drop,PARSER_REMAP_ONLY,project/src/parsers/compatibility/duckdb/duckdb_dialect.cpp#kPatterns:duckdb.ddl.drop,kAdmittedSblr;match=DROP;mapping=duckdb.ddl.drop;sblr=SBLR_COMPAT_DUCKDB_DDL_DROP;engine_api=EngineDdlDrop;diagnostic=none,mapped_to_parser_remap_sblr_execution_proof,sblr.noncluster.compatibility_specific_noncluster_control.duckdb.duckdb_ddl_drop.5b98258d42,admitted_sblr_or_parser_support_route,SBLRExecutionEnvelope.v3_with_CST_AST_BoundAST_evidence,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,declared_source_anchor_verified,FPR-P1-NONCLUSTER-00309,parser_remap_noncluster_function_gate,p3_noncluster_declared_route_joined_to_fpr_p1,non-cluster declared row joins FPR-P1 SBLR proof;parser emits SBLR only and engine owns execution/finality
FPR-P3-DECLARED-00451,451,project/src/parsers/compatibility/duckdb,duckdb.dml.insert,PARSER_REMAP_ONLY,project/src/parsers/compatibility/duckdb/duckdb_dialect.cpp#kPatterns:duckdb.dml.insert,kAdmittedSblr;match=INSERT;mapping=duckdb.dml.insert;sblr=SBLR_COMPAT_DUCKDB_INSERT;engine_api=EngineDmlInsert;diagnostic=none,mapped_to_parser_remap_sblr_execution_proof,sblr.noncluster.compatibility_specific_noncluster_control.duckdb.duckdb_dml_insert.2da2d753a3,admitted_sblr_or_parser_support_route,SBLRExecutionEnvelope.v3_with_CST_AST_BoundAST_evidence,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,declared_source_anchor_verified,FPR-P1-NONCLUSTER-00310,parser_remap_noncluster_function_gate,p3_noncluster_declared_route_joined_to_fpr_p1,non-cluster declared row joins FPR-P1 SBLR proof;parser emits SBLR only and engine owns execution/finality
FPR-P3-DECLARED-00452,452,project/src/parsers/compatibility/duckdb,duckdb.dml.update,PARSER_REMAP_ONLY,project/src/parsers/compatibility/duckdb/duckdb_dialect.cpp#kPatterns:duckdb.dml.update,kAdmittedSblr;match=UPDATE;mapping=duckdb.dml.update;sblr=SBLR_COMPAT_DUCKDB_UPDATE;engine_api=EngineDmlUpdate;diagnostic=none,mapped_to_parser_remap_sblr_execution_proof,sblr.noncluster.compatibility_specific_noncluster_control.duckdb.duckdb_dml_update.d8b3a3cdd3,admitted_sblr_or_parser_support_route,SBLRExecutionEnvelope.v3_with_CST_AST_BoundAST_evidence,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,declared_source_anchor_verified,FPR-P1-NONCLUSTER-00311,parser_remap_noncluster_function_gate,p3_noncluster_declared_route_joined_to_fpr_p1,non-cluster declared row joins FPR-P1 SBLR proof;parser emits SBLR only and engine owns execution/finality
FPR-P3-DECLARED-00453,453,project/src/parsers/compatibility/duckdb,duckdb.dml.delete,PARSER_REMAP_ONLY,project/src/parsers/compatibility/duckdb/duckdb_dialect.cpp#kPatterns:duckdb.dml.delete,kAdmittedSblr;match=DELETE;mapping=duckdb.dml.delete;sblr=SBLR_COMPAT_DUCKDB_DELETE;engine_api=EngineDmlDelete;diagnostic=none,mapped_to_parser_remap_sblr_execution_proof,sblr.noncluster.compatibility_specific_noncluster_control.duckdb.duckdb_dml_delete.355a63ea4b,admitted_sblr_or_parser_support_route,SBLRExecutionEnvelope.v3_with_CST_AST_BoundAST_evidence,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,declared_source_anchor_verified,FPR-P1-NONCLUSTER-00312,parser_remap_noncluster_function_gate,p3_noncluster_declared_route_joined_to_fpr_p1,non-cluster declared row joins FPR-P1 SBLR proof;parser emits SBLR only and engine owns execution/finality
FPR-P3-DECLARED-00454,454,project/src/parsers/compatibility/duckdb,duckdb.dml.merge,PARSER_REMAP_ONLY,project/src/parsers/compatibility/duckdb/duckdb_dialect.cpp#kPatterns:duckdb.dml.merge,kAdmittedSblr;match=MERGE;mapping=duckdb.dml.merge;sblr=SBLR_COMPAT_DUCKDB_MERGE;engine_api=EngineDmlMerge;diagnostic=none,mapped_to_parser_remap_sblr_execution_proof,sblr.noncluster.compatibility_specific_noncluster_control.duckdb.duckdb_dml_merge.dda6844909,admitted_sblr_or_parser_support_route,SBLRExecutionEnvelope.v3_with_CST_AST_BoundAST_evidence,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,declared_source_anchor_verified,FPR-P1-NONCLUSTER-00313,parser_remap_noncluster_function_gate,p3_noncluster_declared_route_joined_to_fpr_p1,non-cluster declared row joins FPR-P1 SBLR proof;parser emits SBLR only and engine owns execution/finality
FPR-P3-DECLARED-00455,455,project/src/parsers/compatibility/duckdb,duckdb.query.select,PARSER_REMAP_ONLY,project/src/parsers/compatibility/duckdb/duckdb_dialect.cpp#kPatterns:duckdb.query.select,kAdmittedSblr;match=SELECT;mapping=duckdb.query.select;sblr=SBLR_COMPAT_DUCKDB_SELECT;engine_api=EngineQuerySelect;diagnostic=none,mapped_to_parser_remap_sblr_execution_proof,sblr.noncluster.compatibility_specific_noncluster_control.duckdb.duckdb_query_select.4a6e649079,admitted_sblr_or_parser_support_route,SBLRExecutionEnvelope.v3_with_CST_AST_BoundAST_evidence,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,declared_source_anchor_verified,FPR-P1-NONCLUSTER-00314,parser_remap_noncluster_function_gate,p3_noncluster_declared_route_joined_to_fpr_p1,non-cluster declared row joins FPR-P1 SBLR proof;parser emits SBLR only and engine owns execution/finality
FPR-P3-DECLARED-00456,456,project/src/parsers/compatibility/duckdb,duckdb.query.with,PARSER_REMAP_ONLY,project/src/parsers/compatibility/duckdb/duckdb_dialect.cpp#kPatterns:duckdb.query.with,kAdmittedSblr;match=WITH;mapping=duckdb.query.with;sblr=SBLR_COMPAT_DUCKDB_SELECT;engine_api=EngineQuerySelect;diagnostic=none,mapped_to_parser_remap_sblr_execution_proof,sblr.noncluster.compatibility_specific_noncluster_control.duckdb.duckdb_query_with.c2453888b5,admitted_sblr_or_parser_support_route,SBLRExecutionEnvelope.v3_with_CST_AST_BoundAST_evidence,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,declared_source_anchor_verified,FPR-P1-NONCLUSTER-00315,parser_remap_noncluster_function_gate,p3_noncluster_declared_route_joined_to_fpr_p1,non-cluster declared row joins FPR-P1 SBLR proof;parser emits SBLR only and engine owns execution/finality
FPR-P3-DECLARED-00457,457,project/src/parsers/compatibility/duckdb,datatype_surface:numeric,DOCUMENTATION_ONLY,project/src/parsers/compatibility/duckdb/duckdb_dialect.cpp#kDatatypeSurfaces:numeric,descriptor;surface=TINYINT;SMALLINT;INTEGER;BIGINT;HUGEINT;UHUGEINT;DECIMAL;FLOAT;DOUBLE,evidence_only_not_executable_route,documentation_only_not_executable,documentation_evidence_only,documentation_or_surface_catalog_evidence_only,not_runtime_route;not_execution_claim,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,declared_source_anchor_verified,documentation_only_declared_surface,parser_remap_ast_boundast_envelope_gate,p3_documentation_only_preserved,documentation-only row is audit evidence and not executable parser behavior
FPR-P3-DECLARED-00458,458,project/src/parsers/compatibility/duckdb,datatype_surface:unsigned_numeric,DOCUMENTATION_ONLY,project/src/parsers/compatibility/duckdb/duckdb_dialect.cpp#kDatatypeSurfaces:unsigned_numeric,descriptor;surface=UTINYINT;USMALLINT;UINTEGER;UBIGINT,evidence_only_not_executable_route,documentation_only_not_executable,documentation_evidence_only,documentation_or_surface_catalog_evidence_only,not_runtime_route;not_execution_claim,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,declared_source_anchor_verified,documentation_only_declared_surface,parser_remap_ast_boundast_envelope_gate,p3_documentation_only_preserved,documentation-only row is audit evidence and not executable parser behavior
FPR-P3-DECLARED-00459,459,project/src/parsers/compatibility/duckdb,datatype_surface:text,DOCUMENTATION_ONLY,project/src/parsers/compatibility/duckdb/duckdb_dialect.cpp#kDatatypeSurfaces:text,descriptor;surface=VARCHAR;TEXT;STRING,evidence_only_not_executable_route,documentation_only_not_executable,documentation_evidence_only,documentation_or_surface_catalog_evidence_only,not_runtime_route;not_execution_claim,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,declared_source_anchor_verified,documentation_only_declared_surface,parser_remap_ast_boundast_envelope_gate,p3_documentation_only_preserved,documentation-only row is audit evidence and not executable parser behavior
FPR-P3-DECLARED-00460,460,project/src/parsers/compatibility/duckdb,datatype_surface:binary,DOCUMENTATION_ONLY,project/src/parsers/compatibility/duckdb/duckdb_dialect.cpp#kDatatypeSurfaces:binary,descriptor;surface=BLOB;BIT;BITSTRING,evidence_only_not_executable_route,documentation_only_not_executable,documentation_evidence_only,documentation_or_surface_catalog_evidence_only,not_runtime_route;not_execution_claim,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,declared_source_anchor_verified,documentation_only_declared_surface,parser_remap_ast_boundast_envelope_gate,p3_documentation_only_preserved,documentation-only row is audit evidence and not executable parser behavior
FPR-P3-DECLARED-00461,461,project/src/parsers/compatibility/duckdb,datatype_surface:temporal,DOCUMENTATION_ONLY,project/src/parsers/compatibility/duckdb/duckdb_dialect.cpp#kDatatypeSurfaces:temporal,descriptor;surface=DATE;TIME;TIMESTAMP;TIMESTAMPTZ;INTERVAL,evidence_only_not_executable_route,documentation_only_not_executable,documentation_evidence_only,documentation_or_surface_catalog_evidence_only,not_runtime_route;not_execution_claim,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,declared_source_anchor_verified,documentation_only_declared_surface,parser_remap_ast_boundast_envelope_gate,p3_documentation_only_preserved,documentation-only row is audit evidence and not executable parser behavior
FPR-P3-DECLARED-00462,462,project/src/parsers/compatibility/duckdb,datatype_surface:boolean,DOCUMENTATION_ONLY,project/src/parsers/compatibility/duckdb/duckdb_dialect.cpp#kDatatypeSurfaces:boolean,descriptor;surface=BOOLEAN;BOOL,evidence_only_not_executable_route,documentation_only_not_executable,documentation_evidence_only,documentation_or_surface_catalog_evidence_only,not_runtime_route;not_execution_claim,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,declared_source_anchor_verified,documentation_only_declared_surface,parser_remap_ast_boundast_envelope_gate,p3_documentation_only_preserved,documentation-only row is audit evidence and not executable parser behavior
FPR-P3-DECLARED-00463,463,project/src/parsers/compatibility/duckdb,datatype_surface:nested,IMPLEMENT_NONCLUSTER,project/src/parsers/compatibility/duckdb/duckdb_dialect.cpp#kDatatypeSurfaces:nested,parser_support_udr;surface=STRUCT;LIST;ARRAY;MAP;UNION,mapped_to_engine_owned_sblr_execution_proof,sblr.noncluster.compatibility_specific_noncluster_control.duckdb.datatype_surface_nested.1670486364,admitted_sblr_or_parser_support_route,SBLRExecutionEnvelope.v3_with_CST_AST_BoundAST_evidence,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,declared_source_anchor_verified,FPR-P1-NONCLUSTER-00316,parser_remap_noncluster_function_gate,p3_noncluster_declared_route_joined_to_fpr_p1,non-cluster declared row joins FPR-P1 SBLR proof;parser emits SBLR only and engine owns execution/finality
FPR-P3-DECLARED-00464,464,project/src/parsers/compatibility/duckdb,datatype_surface:json,IMPLEMENT_NONCLUSTER,project/src/parsers/compatibility/duckdb/duckdb_dialect.cpp#kDatatypeSurfaces:json,parser_support_udr;surface=JSON,mapped_to_engine_owned_sblr_execution_proof,sblr.noncluster.compatibility_specific_noncluster_control.duckdb.datatype_surface_json.5fadfa3510,admitted_sblr_or_parser_support_route,SBLRExecutionEnvelope.v3_with_CST_AST_BoundAST_evidence,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,declared_source_anchor_verified,FPR-P1-NONCLUSTER-00317,parser_remap_noncluster_function_gate,p3_noncluster_declared_route_joined_to_fpr_p1,non-cluster declared row joins FPR-P1 SBLR proof;parser emits SBLR only and engine owns execution/finality
FPR-P3-DECLARED-00465,465,project/src/parsers/compatibility/duckdb,datatype_surface:uuid,DOCUMENTATION_ONLY,project/src/parsers/compatibility/duckdb/duckdb_dialect.cpp#kDatatypeSurfaces:uuid,descriptor;surface=UUID,evidence_only_not_executable_route,documentation_only_not_executable,documentation_evidence_only,documentation_or_surface_catalog_evidence_only,not_runtime_route;not_execution_claim,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,declared_source_anchor_verified,documentation_only_declared_surface,parser_remap_ast_boundast_envelope_gate,p3_documentation_only_preserved,documentation-only row is audit evidence and not executable parser behavior
FPR-P3-DECLARED-00466,466,project/src/parsers/compatibility/duckdb,datatype_surface:enum,IMPLEMENT_NONCLUSTER,project/src/parsers/compatibility/duckdb/duckdb_dialect.cpp#kDatatypeSurfaces:enum,parser_support_udr;surface=ENUM,mapped_to_engine_owned_sblr_execution_proof,sblr.noncluster.compatibility_specific_noncluster_control.duckdb.datatype_surface_enum.59f9d2d4b0,admitted_sblr_or_parser_support_route,SBLRExecutionEnvelope.v3_with_CST_AST_BoundAST_evidence,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,declared_source_anchor_verified,FPR-P1-NONCLUSTER-00318,parser_remap_noncluster_function_gate,p3_noncluster_declared_route_joined_to_fpr_p1,non-cluster declared row joins FPR-P1 SBLR proof;parser emits SBLR only and engine owns execution/finality
FPR-P3-DECLARED-00467,467,project/src/parsers/compatibility/duckdb,datatype_surface:spatial,IMPLEMENT_NONCLUSTER,project/src/parsers/compatibility/duckdb/duckdb_dialect.cpp#kDatatypeSurfaces:spatial,parser_support_udr;surface=GEOMETRY;POINT;LINESTRING;POLYGON,mapped_to_engine_owned_sblr_execution_proof,sblr.noncluster.compatibility_specific_noncluster_control.duckdb.datatype_surface_spatial.67753c9884,admitted_sblr_or_parser_support_route,SBLRExecutionEnvelope.v3_with_CST_AST_BoundAST_evidence,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,declared_source_anchor_verified,FPR-P1-NONCLUSTER-00319,parser_remap_noncluster_function_gate,p3_noncluster_declared_route_joined_to_fpr_p1,non-cluster declared row joins FPR-P1 SBLR proof;parser emits SBLR only and engine owns execution/finality
FPR-P3-DECLARED-00468,468,project/src/parsers/compatibility/duckdb,builtin_function_surface:aggregate,PARSER_REMAP_ONLY,project/src/parsers/compatibility/duckdb/duckdb_dialect.cpp#kBuiltinSurfaces:aggregate,sblr;surface=COUNT;SUM;AVG;MIN;MAX;MEDIAN;QUANTILE;MODE;HISTOGRAM,mapped_to_parser_remap_sblr_execution_proof,sblr.noncluster.extension_udr_connector_management.duckdb.builtin_function_surface_aggregate.52d8937cae,admitted_sblr_or_parser_support_route,SBLRExecutionEnvelope.v3_with_CST_AST_BoundAST_evidence,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,declared_source_anchor_verified,FPR-P1-NONCLUSTER-00320,parser_remap_noncluster_function_gate,p3_noncluster_declared_route_joined_to_fpr_p1,non-cluster declared row joins FPR-P1 SBLR proof;parser emits SBLR only and engine owns execution/finality
