compatibility,external_authority_surface,provider_boundary,admission_policy,fail_closed_behavior,test_destination,source_search_key
yugabytedb,yugabytedb.bulk_io.copy_to_file,file_io_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,project/src/parsers/compatibility/yugabytedb/yugabytedb_dialect.cpp#kPatterns:yugabytedb.bulk_io.copy_to_file
yugabytedb,yugabytedb.bulk_io.copy_from_file,file_io_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,project/src/parsers/compatibility/yugabytedb/yugabytedb_dialect.cpp#kPatterns:yugabytedb.bulk_io.copy_from_file
yugabytedb,yugabytedb.connector.fdw.create,external_connector_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,project/src/parsers/compatibility/yugabytedb/yugabytedb_dialect.cpp#kPatterns:yugabytedb.connector.fdw.create
yugabytedb,yugabytedb.connector.server.create,external_connector_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,project/src/parsers/compatibility/yugabytedb/yugabytedb_dialect.cpp#kPatterns:yugabytedb.connector.server.create
yugabytedb,yugabytedb.connector.user_mapping.create,external_connector_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,project/src/parsers/compatibility/yugabytedb/yugabytedb_dialect.cpp#kPatterns:yugabytedb.connector.user_mapping.create
yugabytedb,yugabytedb.connector.foreign_table.create,external_connector_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,project/src/parsers/compatibility/yugabytedb/yugabytedb_dialect.cpp#kPatterns:yugabytedb.connector.foreign_table.create
yugabytedb,diagnostic_surface:connector,external_connector_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,project/src/parsers/compatibility/yugabytedb/yugabytedb_dialect.cpp#kDiagnosticSurfaces:connector
apache_ignite,reference_surface:file_io_boundary,file_io_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/apache_ignite/datatype-summary.md#keyword:file
apache_ignite,reference_surface:copy_file_boundary,copy_file_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/apache_ignite/license-and-use-summary.md#keyword:copy
apache_ignite,reference_surface:import_export_file_io,import_export_file_io,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/apache_ignite/wire-and-migration-summary.md#keyword:import
apache_ignite,reference_surface:migration_provider_boundary,migration_provider_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/apache_ignite/wire-and-migration-summary.md#keyword:migration
apache_ignite,reference_surface:live_ingest_boundary,live_ingest_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/apache_ignite/wire-and-migration-summary.md#keyword:ingest
apache_ignite,reference_surface:external_provider_boundary,external_provider_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/apache_ignite/apache_ignite_beta2_full_seed_manifest.yaml#keyword:external
apache_ignite,reference_surface:service_tool_boundary,service_tool_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/apache_ignite/apache_ignite_beta2_full_seed_manifest.yaml#keyword:tool
apache_ignite,reference_surface:external_process_boundary,external_process_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/apache_ignite/apache_ignite_beta2_full_seed_manifest.yaml#keyword:process
apache_ignite,reference_surface:plugin_extension_boundary,plugin_extension_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/apache_ignite/2.17.0/source/.github/workflows/publish-website-on-branch-update.yml#keyword:plugin
apache_ignite,reference_surface:backup_restore_or_snapshot,backup_restore_or_snapshot,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/apache_ignite/2.17.0/source/.github/workflows/sonar-branch.yml#keyword:restore
apache_ignite,reference_surface:external_connector_boundary,external_connector_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/apache_ignite/2.17.0/source/RELEASE_NOTES.txt#keyword:connector
cassandra,reference_surface:file_io_boundary,file_io_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/cassandra/README.md#keyword:file
cassandra,reference_surface:external_provider_boundary,external_provider_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/cassandra/cassandra_5_beta2_full_seed_manifest.yaml#keyword:external
cassandra,reference_surface:service_tool_boundary,service_tool_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/cassandra/cassandra_5_beta2_full_seed_manifest.yaml#keyword:tool
cassandra,reference_surface:migration_provider_boundary,migration_provider_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/cassandra/cassandra_5_beta2_full_seed_manifest.yaml#keyword:migration
cassandra,reference_surface:copy_file_boundary,copy_file_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/cassandra/5.0.8/clean-room/NOTES.md#keyword:copy
cassandra,reference_surface:import_export_file_io,import_export_file_io,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/cassandra/5.0.8/license/LICENSE_SOURCE.txt#keyword:import
cassandra,reference_surface:backup_restore_or_snapshot,backup_restore_or_snapshot,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/cassandra/5.0.8/release-notes/RELEASE_NOTES_SOURCE.txt#keyword:backup
cassandra,reference_surface:external_process_boundary,external_process_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/cassandra/5.0.8/release-notes/RELEASE_NOTES_SOURCE.txt#keyword:process
cassandra,reference_surface:external_connector_boundary,external_connector_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/cassandra/5.0.8/release-notes/RELEASE_NOTES_SOURCE.txt#keyword:connector
cassandra,reference_surface:plugin_extension_boundary,plugin_extension_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/cassandra/5.0.8/source/.circleci/config.yml#keyword:extension
cassandra,reference_surface:live_ingest_boundary,live_ingest_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/cassandra/5.0.8/source/CHANGES.txt#keyword:ingest
clickhouse,reference_surface:file_io_boundary,file_io_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/clickhouse/README.md#keyword:file
clickhouse,reference_surface:external_provider_boundary,external_provider_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/clickhouse/clickhouse_25_beta2_full_seed_manifest.yaml#keyword:external
clickhouse,reference_surface:service_tool_boundary,service_tool_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/clickhouse/clickhouse_25_beta2_full_seed_manifest.yaml#keyword:tool
clickhouse,reference_surface:migration_provider_boundary,migration_provider_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/clickhouse/clickhouse_25_beta2_full_seed_manifest.yaml#keyword:migration
clickhouse,reference_surface:copy_file_boundary,copy_file_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/clickhouse/25.12.10.7-stable/clean-room/NOTES.md#keyword:copy
clickhouse,reference_surface:import_export_file_io,import_export_file_io,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/clickhouse/25.12.10.7-stable/source/.github/copilot-instructions.md#keyword:import
clickhouse,reference_surface:external_process_boundary,external_process_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/clickhouse/25.12.10.7-stable/source/.github/copilot-instructions.md#keyword:process
clickhouse,reference_surface:backup_restore_or_snapshot,backup_restore_or_snapshot,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/clickhouse/25.12.10.7-stable/source/.github/workflows/create_release.yml#keyword:restore
clickhouse,reference_surface:plugin_extension_boundary,plugin_extension_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/clickhouse/25.12.10.7-stable/source/CHANGELOG.md#keyword:extension
clickhouse,reference_surface:external_connector_boundary,external_connector_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/clickhouse/25.12.10.7-stable/source/contrib/CMakeLists.txt#keyword:connector
clickhouse,reference_surface:live_ingest_boundary,live_ingest_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/clickhouse/25.12.10.7-stable/source/contrib/rocksdb-cmake/CMakeLists.txt#keyword:ingest
cockroachdb,reference_surface:backup_restore_or_snapshot,backup_restore_or_snapshot,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/cockroachdb/capability-summary.md#keyword:backup
cockroachdb,reference_surface:import_export_file_io,import_export_file_io,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/cockroachdb/capability-summary.md#keyword:import
cockroachdb,reference_surface:file_io_boundary,file_io_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/cockroachdb/datatype-summary.md#keyword:file
cockroachdb,reference_surface:copy_file_boundary,copy_file_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/cockroachdb/license-and-use-summary.md#keyword:copy
cockroachdb,reference_surface:migration_provider_boundary,migration_provider_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/cockroachdb/wire-and-migration-summary.md#keyword:migration
cockroachdb,reference_surface:live_ingest_boundary,live_ingest_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/cockroachdb/wire-and-migration-summary.md#keyword:ingest
cockroachdb,reference_surface:external_provider_boundary,external_provider_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/cockroachdb/cockroachdb_beta2_full_seed_manifest.yaml#keyword:external
cockroachdb,reference_surface:service_tool_boundary,service_tool_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/cockroachdb/cockroachdb_beta2_full_seed_manifest.yaml#keyword:tool
cockroachdb,reference_surface:external_connector_boundary,external_connector_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/cockroachdb/26.1.3/source/.claude/agents/crdb-issue-finder.md#keyword:foreign
cockroachdb,reference_surface:external_process_boundary,external_process_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/cockroachdb/26.1.3/source/.github/workflows/code-cover-publish.yaml#keyword:process
cockroachdb,reference_surface:plugin_extension_boundary,plugin_extension_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/cockroachdb/26.1.3/source/.trunk/trunk.yaml#keyword:plugin
dolt,reference_surface:import_export_file_io,import_export_file_io,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/dolt/capability-summary.md#keyword:import
dolt,reference_surface:file_io_boundary,file_io_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/dolt/datatype-summary.md#keyword:file
dolt,reference_surface:copy_file_boundary,copy_file_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/dolt/license-and-use-summary.md#keyword:copy
dolt,reference_surface:migration_provider_boundary,migration_provider_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/dolt/wire-and-migration-summary.md#keyword:migration
dolt,reference_surface:live_ingest_boundary,live_ingest_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/dolt/wire-and-migration-summary.md#keyword:ingest
dolt,reference_surface:backup_restore_or_snapshot,backup_restore_or_snapshot,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/dolt/dolt_beta2_full_seed_manifest.yaml#keyword:backup
dolt,reference_surface:external_provider_boundary,external_provider_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/dolt/dolt_beta2_full_seed_manifest.yaml#keyword:external
dolt,reference_surface:service_tool_boundary,service_tool_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/dolt/dolt_beta2_full_seed_manifest.yaml#keyword:tool
dolt,reference_surface:external_connector_boundary,external_connector_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/dolt/1.86.6/release-notes/RELEASE_NOTES_SOURCE.md#keyword:foreign
dolt,reference_surface:external_process_boundary,external_process_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/dolt/1.86.6/source/.github/actions/ses-email-action/package-lock.json#keyword:process
dolt,reference_surface:plugin_extension_boundary,plugin_extension_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/dolt/1.86.6/source/integration-tests/bats/privs.json#keyword:plugin
duckdb,reference_surface:file_io_boundary,file_io_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/duckdb/README.md#keyword:file
duckdb,reference_surface:plugin_extension_boundary,plugin_extension_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/duckdb/duckdb_1_beta2_full_seed_manifest.yaml#keyword:extension
duckdb,reference_surface:external_provider_boundary,external_provider_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/duckdb/duckdb_1_beta2_full_seed_manifest.yaml#keyword:external
duckdb,reference_surface:service_tool_boundary,service_tool_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/duckdb/duckdb_1_beta2_full_seed_manifest.yaml#keyword:tool
duckdb,reference_surface:migration_provider_boundary,migration_provider_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/duckdb/duckdb_1_beta2_full_seed_manifest.yaml#keyword:migration
duckdb,reference_surface:copy_file_boundary,copy_file_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/duckdb/1.5.2/clean-room/NOTES.md#keyword:copy
duckdb,reference_surface:import_export_file_io,import_export_file_io,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/duckdb/1.5.2/release-notes/README.md#keyword:import
duckdb,reference_surface:external_process_boundary,external_process_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/duckdb/1.5.2/source/.github/patches/extensions/README.md#keyword:process
duckdb,reference_surface:live_ingest_boundary,live_ingest_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/duckdb/1.5.2/source/.github/regression/ingestion.csv#keyword:ingest
duckdb,reference_surface:external_connector_boundary,external_connector_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/duckdb/1.5.2/source/data/csv/bug_10283.csv#keyword:connector
duckdb,reference_surface:backup_restore_or_snapshot,backup_restore_or_snapshot,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/duckdb/1.5.2/source/extension/core_functions/aggregate/README.md#keyword:restore
firebird,reference_surface:file_io_boundary,file_io_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/firebird/README.md#keyword:file
firebird,reference_surface:external_provider_boundary,external_provider_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/firebird/firebird_5_beta2_full_seed_manifest.yaml#keyword:external
firebird,reference_surface:service_tool_boundary,service_tool_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/firebird/firebird_5_beta2_full_seed_manifest.yaml#keyword:tool
firebird,reference_surface:migration_provider_boundary,migration_provider_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/firebird/firebird_5_beta2_full_seed_manifest.yaml#keyword:migration
firebird,reference_surface:backup_restore_or_snapshot,backup_restore_or_snapshot,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/firebird/firebird_5_catalog_inventory.csv#keyword:backup
firebird,reference_surface:copy_file_boundary,copy_file_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/firebird/5.0.4/clean-room/NOTES.md#keyword:copy
firebird,reference_surface:plugin_extension_boundary,plugin_extension_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/firebird/5.0.4/regression/FIREBIRD_QA_CANDIDATE.md#keyword:plugin
firebird,reference_surface:import_export_file_io,import_export_file_io,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/firebird/5.0.4/source/.github/workflows/main.yml#keyword:export
firebird,reference_surface:external_process_boundary,external_process_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/firebird/5.0.4/source/.github/workflows/main.yml#keyword:process
firebird,reference_surface:external_connector_boundary,external_connector_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/firebird/5.0.4/source/doc/README.Optimizer.txt#keyword:foreign
firebird,reference_surface:live_ingest_boundary,live_ingest_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/specifications/chapters/compatibilitys/firebird/appendix-compatibility-firebird-exact-extraction-slice-47-psql-post-event-syntax-and-event-publication-profile.md#keyword:ingest
foundationdb,reference_surface:backup_restore_or_snapshot,backup_restore_or_snapshot,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/foundationdb/capability-summary.md#keyword:backup
foundationdb,reference_surface:live_ingest_boundary,live_ingest_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/foundationdb/capability-summary.md#keyword:ingest
foundationdb,reference_surface:file_io_boundary,file_io_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/foundationdb/datatype-summary.md#keyword:file
foundationdb,reference_surface:copy_file_boundary,copy_file_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/foundationdb/license-and-use-summary.md#keyword:copy
foundationdb,reference_surface:import_export_file_io,import_export_file_io,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/foundationdb/wire-and-migration-summary.md#keyword:import
foundationdb,reference_surface:migration_provider_boundary,migration_provider_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/foundationdb/wire-and-migration-summary.md#keyword:migration
foundationdb,reference_surface:external_provider_boundary,external_provider_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/foundationdb/foundationdb_beta2_full_seed_manifest.yaml#keyword:external
foundationdb,reference_surface:service_tool_boundary,service_tool_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/foundationdb/foundationdb_beta2_full_seed_manifest.yaml#keyword:tool
foundationdb,reference_surface:external_process_boundary,external_process_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/foundationdb/foundationdb_beta2_full_seed_manifest.yaml#keyword:process
foundationdb,reference_surface:plugin_extension_boundary,plugin_extension_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/foundationdb/7.3.77/source/.pre-commit-config.yaml#keyword:extension
foundationdb,reference_surface:external_connector_boundary,external_connector_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/foundationdb/7.3.77/source/design/encryption-data-at-rest.md#keyword:connector
immudb,reference_surface:file_io_boundary,file_io_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/immudb/datatype-summary.md#keyword:file
immudb,reference_surface:copy_file_boundary,copy_file_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/immudb/license-and-use-summary.md#keyword:copy
immudb,reference_surface:import_export_file_io,import_export_file_io,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/immudb/wire-and-migration-summary.md#keyword:import
immudb,reference_surface:migration_provider_boundary,migration_provider_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/immudb/wire-and-migration-summary.md#keyword:migration
immudb,reference_surface:live_ingest_boundary,live_ingest_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/immudb/wire-and-migration-summary.md#keyword:ingest
immudb,reference_surface:external_provider_boundary,external_provider_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/immudb/immudb_beta2_full_seed_manifest.yaml#keyword:external
immudb,reference_surface:service_tool_boundary,service_tool_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/immudb/immudb_beta2_full_seed_manifest.yaml#keyword:tool
